short_name,nationality,overall,player_positions
C. Marchisio,Italy,86,"CM, CDM"
Marcelo,Brazil,86,LB
D. Payet,France,86,"LM, CAM"
P. Dybala,Argentina,85,"ST, CF"
M. Verratti,Italy,85,"CM, CDM"
Coutinho,Brazil,85,"CAM, LW, CM"
A. Lacazette,France,85,ST
R. Mahrez,Algeria,85,"RM, CAM"
M. Pjanić,Bosnia Herzegovina,85,CM
I. Gündoğan,Germany,85,"CM, CDM"
Diego Costa,Spain,85,ST
T. Alderweireld,Belgium,85,CB
J. Pastore,Argentina,85,"CM, LW, RW"
J. Mascherano,Argentina,85,"CB, CDM"
Dani Alves,Brazil,85,RB
S. Mandanda,France,85,GK
Filipe Luís,Brazil,85,LB
L. Koscielny,France,85,CB
S. Ruffier,France,85,GK
M. Hamšik,Slovakia,85,CM
C. Bravo,Chile,85,GK
E. Cavani,Uruguay,85,"ST, LW"
Willian,Brazil,85,"RM, CAM"
N. Gaitán,Argentina,85,LM
N. Otamendi,Argentina,85,CB
H. Mkhitaryan,Armenia,85,"RM, LM, CAM"
K. Navas,Costa Rica,85,GK
R. Varane,France,84,CB
R. Lukaku,Belgium,84,ST
H. Kane,England,84,ST
André Gomes,Portugal,84,"CM, LM, CAM, CDM"
C. Eriksen,Denmark,84,"CAM, LM"
Koke,Spain,84,"CM, LM, RM"
Isco,Spain,84,"CAM, CM, RM"
William Carvalho,Portugal,84,CDM
A. Laporte,France,84,CB
A. Ramsey,Wales,84,"CM, CDM, RW"
Thiago,Spain,84,"CM, CAM, CDM, LM"
Alex Sandro,Brazil,84,"LB, LM"
M. Götze,Germany,84,"CAM, LM, CM"
K. Manolas,Greece,84,CB
G. Xhaka,Switzerland,84,CM
J. Draxler,Germany,84,"CAM, LM, RM"
G. Krychowiak,Poland,84,CDM
Javi Martinez,Spain,84,"CB, CDM"
Y. Sommer,Switzerland,84,GK
Rui Patrício,Portugal,84,GK
R. Fährmann,Germany,84,GK
O. Toprak,Turkey,84,CB
C. Smalling,England,84,CB
Douglas Costa,Brazil,84,"LM, RM, CAM"
J. Terry,England,84,CB
Y. Touré,Ivory Coast,84,"CM, CDM, CAM"
José Reina,Spain,84,GK
Xabi Alonso,Spain,84,"CDM, CM"
W. Rooney,England,84,"CAM, ST, CM"
Aduriz,Spain,84,ST
A. Turan,Turkey,84,"CM, RM, LM"
J. Hart,England,84,GK
H. Ben Arfa,France,84,"CAM, ST, RM, RW"
E. Garay,Argentina,84,CB
D. Sturridge,England,84,"ST, RW"
Naldo,Brazil,84,CB
Sokratis,Greece,84,CB
Jonas,Brazil,84,ST
Juan Mata,Spain,84,"CAM, RM, CM"
R. Nainggolan,Belgium,84,CM
E. Banega,Argentina,84,CAM
B. Höwedes,Germany,84,"CB, RB, LB"
David Luiz,Brazil,84,CB
Azpilicueta,Spain,84,"LB, RB"
N. Matić,Serbia,84,CDM
C. Bacca,Colombia,84,ST
S. Mustafi,Germany,83,CB
M. ter Stegen,Germany,83,GK
S. Aurier,Ivory Coast,83,"RB, CB"
M. Perin,Italy,83,GK
João Mário,Portugal,83,"RM, CM"
J. Giménez,Uruguay,83,CB
M. Musacchio,Argentina,83,CB
Oscar,Brazil,83,"CAM, LM"
A. Lopes,Portugal,83,GK
K. Trapp,Germany,83,GK
R. Rodríguez,Switzerland,83,LB
Carvajal,Spain,83,RB
L. Insigne,Italy,83,"LW, CAM"
L. Bender,Germany,83,"CDM, CM"
Y. Brahimi,Algeria,83,LW
Y. Konoplyanka,Ukraine,83,LM
K. Bellarabi,Germany,83,RM
Quaresma,Portugal,83,"RM, LM"
Danny,Portugal,83,"CAM, LW"
Júlio César,Brazil,83,GK
D. De Rossi,Italy,83,CDM
P. Mertesacker,Germany,83,CB
S. Lichtsteiner,Switzerland,83,"RB, RM"
J. Toulalan,France,83,CDM
B. Schweinsteiger,Germany,83,"CM, CDM"
Nani,Portugal,83,"LW, RW, CAM"
W. Sneijder,Netherlands,83,CAM
V. Enyeama,Nigeria,83,GK
G. Rodríguez,Argentina,83,CB
C. Tévez,Argentina,83,ST
Juanfran,Spain,83,RB
Borja Valero,Spain,83,"CAM, CM, CF"
João Moutinho,Portugal,83,"CAM, CDM"
A. Consigli,Italy,83,GK
L. Baines,England,83,LB
L. Diarra,France,83,"CDM, CM"
A. Williams,Wales,83,CB
G. Cahill,England,83,CB
Diego Alves,Brazil,83,GK
José Fonte,Portugal,83,CB
A. Begović,Bosnia Herzegovina,83,GK
J. Vertonghen,Belgium,83,CB
D. Mertens,Belgium,83,LW
K. Gameiro,France,83,ST
M. Benatia,Morocco,83,CB
J. Hernández,Mexico,83,ST
O. Giroud,France,83,ST
S. Khedira,Germany,83,"CM, CDM"
I. Perišić,Croatia,83,"LM, RM, CAM"
M. Mandžukić,Croatia,83,ST
F. Muslera,Uruguay,83,GK
Bruno,Spain,83,CM
S. Giovinco,Italy,83,"CF, ST"
Luiz Gustavo,Brazil,83,"CDM, CM"
S. Kagawa,Japan,83,"CAM, CF"
Pedro,Spain,83,"LM, LW, RW"
K. Glik,Poland,83,CB
D. Subašić,Croatia,83,GK
G. Medel,Chile,83,"CDM, CM"
Nolito,Spain,83,LW
I. Slimani,Algeria,83,ST
A. Martial,France,82,"LM, ST"
E. Bailly,Ivory Coast,82,CB
J. Butland,England,82,GK
G. Rulli,Argentina,82,GK
S. de Vrij,Netherlands,82,CB
T. Horn,Germany,82,GK
R. Sterling,England,82,"LM, ST"
Marquinhos,Brazil,82,"CB, RB"
Y. Carrasco,Belgium,82,"LM, RM"
Casemiro,Brazil,82,CDM
Danilo Pereira,Portugal,82,CDM
M. Icardi,Argentina,82,ST
L. Karius,Germany,82,GK
S. Umtiti,France,82,CB
X. Shaqiri,Switzerland,82,"RM, CAM, LM, RW"
Morata,Spain,82,"ST, LW"
Roberto Firmino,Brazil,82,"CF, ST, CAM"
S. Savić,Montenegro,82,CB
D. Berardi,Italy,82,RW
Bojan,Spain,82,"CAM, ST, RW"
J. Wilshere,England,82,"CM, CDM, CAM"
Lucas,Brazil,82,"RW, LW"
K. Koulibaly,Senegal,82,CB
A. Florenzi,Italy,82,"RB, RW, CM"
M. Sportiello,Italy,82,GK
M. Schneiderlin,France,82,"CDM, CM"
D. Lovren,Croatia,82,CB
J. Matip,Cameroon,82,CB
A. Witsel,Belgium,82,"CM, CDM"
S. Bender,Germany,82,"CB, CDM"
S. Kjær,Denmark,82,CB
S. Coleman,Republic of Ireland,82,RB
M. Sakho,France,82,CB
Adrien Silva,Portugal,82,CM
S. N'Zonzi,France,82,"CDM, CM"
Parejo,Spain,82,"CM, CDM, CAM"
Ander Herrera,Spain,82,"CM, CAM"
Vitolo,Spain,82,"RM, LM"
Casillas,Spain,82,GK
A. Pirlo,Italy,82,"CM, CDM"
T. Motta,Italy,82,CDM
P. Evra,France,82,"LB, LM"
P. Jagielka,England,82,CB
Victor Valdés,Spain,82,GK
David Villa,Spain,82,ST
Kaká,Brazil,82,"CAM, CF"
F. Marchetti,Italy,82,GK
P. Zabaleta,Argentina,82,RB
Raffael,Brazil,82,"CF, ST"
Gabi,Spain,82,"CM, CDM"
M. Gómez,Germany,82,ST
A. Gignac,France,82,ST
Raúl Albiol,Spain,82,CB
B. Costil,France,82,GK
L. Biglia,Argentina,82,"CDM, CM"
L. Perrin,France,82,CB
M. Krohn-Dehli,Denmark,82,"CM, LM, CAM"
M. Dembélé,Belgium,82,"CM, CDM"
B. Sagna,France,82,RB
S. Nasri,France,82,"LM, RM"
M. Škrtel,Slovakia,82,CB
G. Castro,Germany,82,"CM, CDM, RM"
E. Viviano,Italy,82,GK
S. Sirigu,Italy,82,GK
Jardel,Brazil,82,CB
A. Guardado,Mexico,82,"CM, CDM"
L. Piszczek,Poland,82,"RB, CB"
Beñat,Spain,82,CM
V. Ćorluka,Croatia,82,CB
A. Rami,France,82,CB
O. Karnezis,Greece,82,GK
M. Arnautović,Austria,82,"LM, RM, LW"
G. Sigurðsson,Iceland,82,"CAM, CF"
G. Bonaventura,Italy,82,"LM, CM"
Iborra,Spain,82,"CDM, CAM, CM"
J. Cuadrado,Colombia,82,RM
F. Vázquez,Italy,82,"CAM, ST, RW, CM"
J. Vardy,England,82,"ST, LW, LM"
A. Areola,France,81,GK
R. Barkley,England,81,CAM
L. Shaw,England,81,LB
Marco Asensio,Spain,81,"CAM, LM, RM"
L. Kurzawa,France,81,LB
Deulofeu,Spain,81,"RM, RW, ST"
K. Coman,France,81,"LW, ST, RW"
Bernardo Silva,Portugal,81,"RM, CAM, CM"
O. Özyakup,Turkey,81,CM
Paco Alcácer,Spain,81,ST
N. Süle,Germany,81,CB
N. Fekir,France,81,"RW, ST"
S. El Shaarawy,Italy,81,LW
M. Batshuayi,Belgium,81,ST
M. Salah,Egypt,81,RW
N. Maksimović,Serbia,81,CB
E. Lamela,Argentina,81,"RM, LM"
N. Clyne,England,81,"RB, RWB"
M. Gabbiadini,Italy,81,"ST, CAM"
C. Bakambu,DR Congo,81,"ST, LM, RM"
K. Volland,Germany,81,"ST, RW, LW"
Iñigo Martínez,Spain,81,CB
Jorginho,Italy,81,CM
Q. Promes,Netherlands,81,"RM, ST"
N. Kanté,France,81,"CM, CDM"
G. Wijnaldum,Netherlands,81,"CAM, CM, LM"
Camacho,Spain,81,"CDM, CM"
J. McCarthy,Republic of Ireland,81,"CDM, CM"
K. Walker,England,81,RB
R. Bürki,Switzerland,81,GK
F. Coquelin,France,81,"CDM, CM"
R. Pereyra,Argentina,81,"CM, CAM"
P. Herrmann,Germany,81,"RM, LM"
Marc Bartra,Spain,81,CB
Lucas Vázquez,Spain,81,"RM, RW"
K. Schmeichel,Denmark,81,GK
Sergio Asenjo,Spain,81,GK
M. Yanga-M'Biwa,France,81,CB
J. Henderson,England,81,"CM, CDM, RM"
C. Benteke,Belgium,81,ST
Mikel San José,Spain,81,"CDM, CB, CM"
Ganso,Brazil,81,"CAM, CM"
A. Dzagoev,Russia,81,"CM, CDM, LM"
N. Nkoulou,Cameroon,81,CB
K. Strootman,Netherlands,81,CM
D. Blind,Netherlands,81,"CB, LB, CDM"
A. Schürrle,Germany,81,"LM, RM, ST"
Allan,Brazil,81,CM
J. Cillessen,Netherlands,81,GK
Bruno Peres,Brazil,81,RWB
S. Jovetić,Montenegro,81,"ST, CAM"
R. Zieler,Germany,81,GK
O. Kıvrak,Turkey,81,GK
Daniel Carriço,Portugal,81,"CB, CDM"
Iturraspe,Spain,81,"CDM, CM"
W. Bony,Ivory Coast,81,ST
De Marcos,Spain,81,"RB, RW"
M. Gonalons,France,81,"CDM, CB"
Víctor Ruíz,Spain,81,CB
Pizzi,Portugal,81,"RM, CM"
André André,Portugal,81,CM
F. Acerbi,Italy,81,CB
O. Shatov,Russia,81,"LM, CAM, LW"
Tiago,Portugal,81,"CM, CDM"
R. van Persie,Netherlands,81,ST
T. Rosický,Czech Republic,81,"CAM, CM, RM"
S. Eto'o,Cameroon,81,ST
S. Gerrard,England,81,"CM, CDM"
T. Howard,United States,81,GK
M. Carrick,England,81,"CDM, CM"
D. Drogba,Ivory Coast,81,ST
Fernando Torres,Spain,81,ST
Moyá,Spain,81,GK
J. Mathieu,France,81,"CB, LB"
Rubén Castro,Spain,81,"ST, LW"
C. Carrasso,France,81,GK
R. Adler,Germany,81,GK
Fernandinho,Brazil,81,"CM, CDM"
J. Milner,England,81,"CM, RM, LB"
D. Srna,Croatia,81,RB
A. Mirante,Italy,81,GK
Diego López,Spain,81,GK
K. Huntelaar,Netherlands,81,ST
R. Eremenko,Finland,81,CAM
T. Vermaelen,Belgium,81,"CB, LB"
S. Kalou,Ivory Coast,81,"LM, ST, CAM"
T. Walcott,England,81,"LM, ST, RW, RM"
Falcao,Colombia,81,ST
Y. Cabaye,France,81,"CDM, CM"
C. Vela,Mexico,81,"RW, ST, CAM"
R. Shawcross,England,81,CB
Raúl García,Spain,81,CAM
K. Mirallas,Belgium,81,"LM, RM, LW"
D. Astori,Italy,81,CB
A. Candreva,Italy,81,"RW, CAM"
A. Fernández,Argentina,81,"CM, CDM"
B. Ruíz,Costa Rica,81,"LM, ST, CAM"
Vieirinha,Portugal,81,"RM, RB"
Nacho Monreal,Spain,81,LB
B. Trémoulinas,France,81,LB
M. Layún,Mexico,81,LB
L. Rémy,France,81,ST
A. Lallana,England,81,"CAM, CM, CF"
K. Mitroglou,Greece,81,ST
M. Parolo,Italy,81,CM
José Callejón,Spain,81,RW
K. Honda,Japan,81,"RM, CAM"
L. Stindl,Germany,81,"CF, CAM"
I. Smolnikov,Russia,81,"RB, RW"
Paulinho,Brazil,81,"CM, CDM"
Taison,Brazil,81,"CAM, LW"
F. Orellana,Chile,81,"RW, CAM, CM"
Iago Aspas,Spain,81,"ST, RW"
Lucas Pérez,Spain,81,ST
D. Alli,England,80,"CAM, CDM, LM"
K. Zouma,France,80,CB
Saúl,Spain,80,"CM, RM, CAM, LM"
M. Lemos,Uruguay,80,CB
J. Corona,Mexico,80,RW
Jesé,Spain,80,"LW, RW, ST"
M. Depay,Netherlands,80,"LM, LW"
Denis Suárez,Spain,80,"LM, RM, CM"
Samu Castillejo,Spain,80,"LM, RM"
M. Meyer,Germany,80,"CAM, LM, CM"
T. Kolodziejczak,France,80,"CB, LB"
Keko,Spain,80,"RM, RW"
E. Can,Germany,80,"CM, CDM, CB"
S. Boufal,Morocco,80,"LW, RW, CAM"
Alisson,Brazil,80,GK
Williams,Spain,80,"RW, LW"
Rafa,Portugal,80,LM
Hugo Mallo,Spain,80,"RB, CB"
Borja Bastón,Spain,80,ST
Rafinha,Brazil,80,"CM, RW, LW, CDM"
P. Ntep,France,80,"LM, LW"
M. Nastasić,Serbia,80,CB
Manu Trigueros,Spain,80,"CM, CAM"
Sergio Rico,Spain,80,GK
F. Kostić,Serbia,80,LM
Gayà,Spain,80,LB
D. Welbeck,England,80,"ST, LM"
J. Zoet,Netherlands,80,GK
Mario Gaspar,Spain,80,RB
J. Bruma,Netherlands,80,CB
R. Saponara,Italy,80,CAM
J. Murillo,Colombia,80,CB
D. Klaassen,Netherlands,80,"CAM, CM"
H. Çalhanoğlu,Turkey,80,"CAM, LM, CM"
H. Ziyech,Morocco,80,"CAM, RW"
D. Drinkwater,England,80,CM
E. Mangala,France,80,CB
C. Immobile,Italy,80,ST
Mário Fernandes,Brazil,80,RB
Y. Rakitskyi,Ukraine,80,CB
Danilo,Brazil,80,"RB, LB"
W. Ben Yedder,France,80,"ST, CF"
S. Zaza,Italy,80,ST
A. Carrillo,Peru,80,"RM, LM"
J. Veltman,Netherlands,80,"CB, RB"
H. Herrera,Mexico,80,CM
D. Rose,England,80,LB
Sidnei,Brazil,80,CB
M. Darmian,Italy,80,"RB, LB"
Giuliano,Brazil,80,"CAM, RM"
K. Gibbs,England,80,LB
R. Cabella,France,80,"CAM, RM, LM"
O. Baumann,Germany,80,GK
D. Didavi,Germany,80,"CAM, CM"
K. Kampl,Slovenia,80,"CM, RM, CDM"
A. Abdennour,Tunisia,80,CB
J. Guilavogui,France,80,"CDM, CM"
S. Rode,Germany,80,"CDM, CM"
J. Hector,Germany,80,"LB, CDM"
J. dos Santos,Mexico,80,"RM, CM, CDM"
D. Wass,Denmark,80,"CM, CAM"
Alexandre Pato,Brazil,80,ST
A. Ogbonna,Italy,80,CB
S. Feghouli,Algeria,80,"RW, RM"
K. Asamoah,Ghana,80,"CM, LM"
S. Rondón,Venezuela,80,ST
Jonathan Viera,Spain,80,"LM, CAM, RM"
R. Keane,Republic of Ireland,80,ST
F. Totti,Italy,80,"CF, ST"
G. Barry,England,80,CDM
S. Sorrentino,Italy,80,GK
J. Defoe,England,80,ST
C. Kameni,Cameroon,80,GK
S. İnan,Turkey,80,"CM, CDM"
M. Topal,Turkey,80,"CDM, CM, CB"
A. Hutchinson,Canada,80,"CDM, CM"
D. Baier,Germany,80,CDM
M. Vorm,Netherlands,80,GK
R. Huth,Germany,80,CB
G. Ochoa,Mexico,80,GK
A. Pyatov,Ukraine,80,GK
A. Gómez,Argentina,80,LW
J. Sosa,Argentina,80,"CAM, RM"
V. Demirel,Turkey,80,GK
Negredo,Spain,80,ST
Jesús Navas,Spain,80,RM
Soldado,Spain,80,ST
I. Akinfeev,Russia,80,GK
L. Podolski,Germany,80,"RM, ST, LM"
G. Clichy,France,80,LB
M. Bradley,United States,80,"CDM, CM"
A. Granqvist,Sweden,80,CB
Dante,Brazil,80,CB
M. Debuchy,France,80,RB
B. Foster,England,80,GK
G. Pellè,Italy,80,ST
L. Fabiański,Poland,80,GK
G. Cabral,Argentina,80,CB
D. Basta,Serbia,80,"RB, RM"
A. Valencia,Ecuador,80,"RB, RM"
Gervinho,Ivory Coast,80,"LW, RW"
N. Şahin,Turkey,80,"CDM, CM"
Fábio Coentrão,Portugal,80,"LB, LM"
Coke,Spain,80,"RB, RM"
Castán,Brazil,80,CB
C. Ansaldi,Argentina,80,"LB, RM"
H. Moreno,Mexico,80,CB
Lucas Leiva,Brazil,80,"CDM, CM, CB"
W. Reid,New Zealand,80,CB
A. Ayew,Ghana,80,"RM, LM, ST, RW"
M. Berg,Sweden,80,"ST, CF"
M. Díaz,Chile,80,"CM, CDM"
S. Tasci,Germany,80,CB
Adán,Spain,80,GK
Eder,Italy,80,"ST, LW"
B. Ivanović,Serbia,80,"RB, CB"
Hernanes,Brazil,80,"CM, CAM, CDM"
Rhodolfo,Brazil,80,CB
E. Džeko,Bosnia Herzegovina,80,ST
A. Modeste,France,80,ST
M. Pereira,Uruguay,80,RB
A. Chedjou,Cameroon,80,"CB, CDM"
L. Fejsa,Serbia,80,CDM
M. Sissoko,France,80,"RM, CAM"
M. Kruse,Germany,80,"CF, ST, CAM"
Roberto,Spain,80,GK
C. Yacob,Argentina,80,"CDM, CM"
D. Perotti,Argentina,80,"CF, LW"
I. Traoré,Guinea,80,"RM, LM"
L. Pratto,Argentina,80,ST
N. Kalinić,Croatia,80,ST
C. Noboa,Ecuador,80,"CM, CDM"
Marlos,Brazil,80,"CAM, RW"
M. Schmelzer,Germany,80,LB
M. Hitz,Switzerland,80,GK
Etxeita,Spain,80,CB
Neto,Brazil,80,GK
Adrián,Spain,80,GK
P. Hernández,Chile,80,"CM, CAM"
J. Iličić,Slovenia,80,"CF, CAM"
A. Halilović,Croatia,79,"CAM, RM"
J. Brandt,Germany,79,"LM, RM, CAM"
J. Tah,Germany,79,CB
A. Correa,Argentina,79,"ST, CAM, CF"
M. Dahoud,Germany,79,CM
L. Sané,Germany,79,"RM, LM, ST"
Héctor Bellerín,Spain,79,RB
Fabinho,Brazil,79,"CDM, RB"
João Cancelo,Portugal,79,"RB, RW"
D. Rugani,Italy,79,CB
V. Koziello,France,79,"CM, CDM"
A. Oxlade-Chamberlain,England,79,"RM, RW"
A. Milik,Poland,79,ST
J. Willems,Netherlands,79,LB
L. Vietto,Argentina,79,ST
Óliver Torres,Spain,79,"CM, RM, LM"
Fred,Brazil,79,"CM, CDM, CAM"
L. Goretzka,Germany,79,"CM, RM, CDM"
J. Weigl,Germany,79,"CDM, CM"
Danilo,Brazil,79,"CM, CDM"
M. Lanzini,Argentina,79,"CAM, LM"
A. Dragović,Austria,79,CB
Sergi Roberto,Spain,79,"CM, RB, CDM"
Sergi Darder,Spain,79,CM
J. Brooks,United States,79,CB
D. Baselli,Italy,79,"CM, CDM"
M. Kovačić,Croatia,79,CM
S. Mané,Senegal,79,"RM, CAM, ST, LM"
Rúben Semedo,Portugal,79,CB
G. Töre,Turkey,79,"RM, LM"
G. Imbula,France,79,"CM, CDM"
M. Ryan,Australia,79,GK
L. Digne,France,79,LB
B. Lecomte,France,79,GK
D. Sidibé,France,79,"LB, RB"
Felipe Anderson,Brazil,79,"LW, RW, CAM"
J. Geis,Germany,79,"CDM, CM"
J. Vestergaard,Denmark,79,CB
V. van Dijk,Netherlands,79,CB
T. Hazard,Belgium,79,"CAM, RM, ST, LM"
Bernard,Brazil,79,"CAM, LW"
Leo Baptistao,Brazil,79,ST
M. Arnold,Germany,79,"CM, CAM, CDM"
K. Wimmer,Austria,79,CB
J. Quintero,Colombia,79,CAM
K. Papadopoulos,Greece,79,CB
Canales,Spain,79,"CAM, LM, LW"
P. Jones,England,79,CB
Bruno,Spain,79,CB
Gabriel,Brazil,79,CB
S. Vrsaljko,Croatia,79,RB
Bernat,Spain,79,"LB, LM"
E. Hysaj,Albania,79,"RB, LB"
M. Brozović,Croatia,79,"CM, CAM"
J. Seri,Ivory Coast,79,"CM, CAM"
Y. M'Vila,France,79,"CDM, CM"
Y. Mallı,Turkey,79,"CAM, CF, CM"
R. Soriano,Italy,79,"CM, CAM, RM, LM"
Montoya,Spain,79,"RB, LB"
W. Khazri,Tunisia,79,"LM, CAM, RM"
S. Coates,Uruguay,79,CB
W. Zaha,England,79,"RM, RW"
V. Darida,Czech Republic,79,"CM, CDM, CAM"
F. Ghoulam,Algeria,79,LB
R. Jiménez,Mexico,79,ST
D. Cheryshev,Russia,79,LM
S. Kritsyuk,Russia,79,GK
M. Balotelli,Italy,79,ST
F. Smolov,Russia,79,"ST, LW"
R. Boudebouz,Algeria,79,"CAM, CM"
A. N'Diaye,Senegal,79,"CDM, CM, CB"
L. de Jong,Netherlands,79,ST
T. Jantschke,Germany,79,"CB, RB"
Illarramendi,Spain,79,"CM, CDM"
Y. Belhanda,Morocco,79,"CAM, CM, LM"
L. Tonelli,Italy,79,CB
V. Germain,France,79,ST
H. Kiyotake,Japan,79,"CAM, LM, ST"
A. Hahn,Germany,79,"ST, RM"
L. López,Argentina,79,CB
R. Bertrand,England,79,LB
G. dos Santos,Mexico,79,"ST, RM, CAM"
D. Ospina,Colombia,79,GK
W. Szczęsny,Poland,79,GK
V. Babacan,Turkey,79,GK
J. Baumgartlinger,Austria,79,CDM
E. Salvio,Argentina,79,RM
C. Aránguiz,Chile,79,"CM, CDM"
M. Badelj,Croatia,79,"CDM, CM"
Samuel,Spain,79,"RM, ST"
Roque Mesa,Spain,79,"CDM, CM"
E. Višća,Bosnia Herzegovina,79,RM
T. Stepanenko,Ukraine,79,CDM
A. Samaris,Greece,79,CDM
Eliseu,Portugal,79,LB
Ricardo Carvalho,Portugal,79,CB
C. Pizarro,Peru,79,"ST, CAM"
M. Bodmer,France,79,"CDM, CB, CAM"
Maxwell,Brazil,79,LB
Z. Tošić,Serbia,79,RM
Iraizoz,Spain,79,GK
D. Benaglio,Switzerland,79,GK
K. Touré,Ivory Coast,79,CB
A. Meier,Germany,79,"ST, CF, CAM"
B. Yılmaz,Turkey,79,ST
M. Demichelis,Argentina,79,CB
Felipe Melo,Brazil,79,"CDM, CM"
W. Morgan,Jamaica,79,CB
Bruno Alves,Portugal,79,CB
A. D'Alessandro,Argentina,79,"CAM, RM"
R. Klavan,Estonia,79,CB
E. Spahić,Bosnia Herzegovina,79,CB
G. Gönül,Turkey,79,RB
O. Wendt,Sweden,79,"LB, LM"
Javi Fuego,Spain,79,"CDM, CM, CB"
A. Samedov,Russia,79,"RM, CAM"
I. Denisov,Russia,79,CDM
V. Berezutskiy,Russia,79,CB
C. Jallet,France,79,RB
A. Young,England,79,"LM, RB"
R. Palacio,Argentina,79,ST
Hilton,Brazil,79,CB
Y. Gourcuff,France,79,"CAM, CM, LW"
C. Dempsey,United States,79,"CAM, ST"
S. Dann,England,79,CB
Manuel Fernandes,Portugal,79,"CAM, CDM, CM"
I. Afellay,Netherlands,79,"CAM, CM, LM, CDM"
Trashorras,Spain,79,"CM, CDM, CAM"
J. Ménez,France,79,"ST, LW, CF"
Javi García,Spain,79,CDM
Agirretxe,Spain,79,ST
Llorente,Spain,79,ST
G. Rossi,Italy,79,ST
N. Lombaerts,Belgium,79,CB
J. Błaszczykowski,Poland,79,RM
S. Radu,Romania,79,"LB, CB"
Danilo,Brazil,79,CB
K. Vermeer,Netherlands,79,GK
Renato Augusto,Brazil,79,"CAM, CM"
J. Evans,Northern Ireland,79,"CB, LB"
T. Krul,Netherlands,79,GK
S. Defour,Belgium,79,CM
Mario Suárez,Spain,79,"CM, CDM"
D. Valeri,Argentina,79,"CAM, CM"
D. Criscito,Italy,79,LB
S. Romero,Argentina,79,GK
Z. Junuzović,Austria,79,"CM, CAM, LM"
Marcano,Spain,79,CB
K. Boateng,Ghana,79,"CAM, CDM, CM"
M. Fernández,Chile,79,"CAM, CM, CF"
S. Kums,Belgium,79,"CM, CDM"
I. Piatti,Argentina,79,"LM, CAM, CF"
P. Wernbloom,Sweden,79,CDM
F. Johnson,United States,79,"LM, RB"
M. Valbuena,France,79,"RW, LW"
D. Mbokani,DR Congo,79,ST
Weligton,Brazil,79,CB
Kiko Casilla,Spain,79,GK
Miguel Veloso,Portugal,79,"CDM, CM"
J. Lens,Netherlands,79,"RM, CAM"
Mosquera,Spain,79,"CM, CDM"
Luiz Adriano,Brazil,79,ST
B. Dzsudzsák,Hungary,79,"LM, RM"
M. Gradel,Ivory Coast,79,"LW, RW, ST"
N. Amrabat,Morocco,79,"CAM, RM, ST, LM"
Fernando,Brazil,79,"CDM, CM"
Mariano,Brazil,79,"RB, RM"
A. Kolarov,Serbia,79,LB
I. Popov,Bulgaria,79,"CAM, LM"
J. Montero,Ecuador,79,"LM, LW"
A. Dzyuba,Russia,79,ST
P. Mamaev,Russia,79,"RW, CM, LW"
Elias,Brazil,79,"CDM, CM"
S. Doumbia,Ivory Coast,79,ST
Balenziaga,Spain,79,LB
O. Alonso,Cuba,79,"CDM, CM"
L. Sané,Senegal,79,"CB, CDM"
H. Badstuber,Germany,79,"CB, LB"
Jaume Costa,Spain,79,"LB, LM"
