short_name,nationality,overall,player_positions
J. Vertonghen,Belgium,85,CB
C. Marchisio,Italy,85,"CM, CDM"
A. Di María,Argentina,85,"RW, LW"
Jordi Alba,Spain,85,LB
K. Glik,Poland,85,CB
D. Subašić,Croatia,85,GK
H. Mkhitaryan,Armenia,85,"RM, RW, LM"
K. Navas,Costa Rica,85,GK
Marco Asensio,Spain,84,"CAM, RM, LM, LW"
Bernardo Silva,Portugal,84,RM
T. Horn,Germany,84,GK
D. Alli,England,84,"CAM, CF, LM"
M. Icardi,Argentina,84,ST
A. Laporte,France,84,CB
E. Bailly,Ivory Coast,84,CB
Koke,Spain,84,"CM, RM, LM"
Morata,Spain,84,ST
K. Koulibaly,Senegal,84,CB
J. Draxler,Germany,84,"LW, CAM, LM"
Carvajal,Spain,84,RB
S. Mané,Senegal,84,"RW, LW"
R. Bürki,Switzerland,84,GK
S. Mustafi,Germany,84,CB
K. Manolas,Greece,84,CB
Sergio Asenjo,Spain,84,GK
R. Fährmann,Germany,84,GK
K. Strootman,Netherlands,84,"CM, CDM"
Aduriz,Spain,84,ST
A. Gómez,Argentina,84,"CF, LW, ST"
Dani Alves,Brazil,84,RB
G. Cahill,England,84,CB
L. Koscielny,France,84,CB
Falcao,Colombia,84,ST
D. Payet,France,84,"LW, CAM"
M. Benatia,Morocco,84,CB
Juan Mata,Spain,84,"CAM, RM"
S. Khedira,Germany,84,"CM, CDM"
Willian,Brazil,84,"RW, RM, CAM"
E. Džeko,Bosnia Herzegovina,84,ST
I. Perišić,Croatia,84,"LM, CAM"
Bruno,Spain,84,"CM, CDM"
Pedro,Spain,84,"RW, LW"
Ander Herrera,Spain,84,"CM, CDM"
K. Mbappé,France,83,ST
O. Dembélé,France,83,"RW, LW, CAM"
T. Lemar,France,83,LM
A. Belotti,Italy,83,ST
Marquinhos,Brazil,83,CB
Ederson,Brazil,83,GK
N. Süle,Germany,83,CB
G. Rulli,Argentina,83,GK
M. Perin,Italy,83,GK
S. de Vrij,Netherlands,83,CB
S. Umtiti,France,83,CB
Fabinho,Brazil,83,CDM
João Mário,Portugal,83,"CM, CAM"
N. Keïta,Guinea,83,"CM, CDM, CAM"
Roberto Firmino,Brazil,83,"ST, CF, CAM"
J. Giménez,Uruguay,83,CB
M. Musacchio,Argentina,83,CB
Oscar,Brazil,83,CAM
A. Lopes,Portugal,83,GK
Danilo Pereira,Portugal,83,"CDM, CB, CM"
V. van Dijk,Netherlands,83,CB
William Carvalho,Portugal,83,"CDM, CM"
M. Salah,Egypt,83,RW
M. Schneiderlin,France,83,"CDM, CM"
J. Matip,Cameroon,83,CB
E. Forsberg,Sweden,83,"CAM, LM"
K. Schmeichel,Denmark,83,GK
Y. Sommer,Switzerland,83,GK
O. Toprak,Turkey,83,CB
K. Walker,England,83,"RB, RWB"
I. Gueye,Senegal,83,"CDM, CM"
R. Mahrez,Algeria,83,RM
Casillas,Spain,83,GK
Y. Touré,Ivory Coast,83,"CM, CDM"
Quaresma,Portugal,83,"RM, LM"
José Reina,Spain,83,GK
D. De Rossi,Italy,83,CDM
Nani,Portugal,83,"LW, RW, CAM, LM"
W. Sneijder,Netherlands,83,CAM
J. Mascherano,Argentina,83,"CB, CDM"
Santi Cazorla,Spain,83,"CM, CDM"
Diego López,Spain,83,GK
Juanfran,Spain,83,RB
L. Biglia,Argentina,83,"CDM, CM"
L. Perrin,France,83,CB
Borja Valero,Spain,83,"CAM, CM, CF"
M. Dembélé,Belgium,83,"CM, CDM"
A. Valencia,Ecuador,83,RB
E. Garay,Argentina,83,CB
L. Piszczek,Poland,83,"RB, CB"
K. Gameiro,France,83,ST
Jonas,Brazil,83,"ST, CF"
Rui Patrício,Portugal,83,GK
E. Banega,Argentina,83,"CAM, CM"
B. Höwedes,Germany,83,CB
A. Lallana,England,83,CM
M. Mandžukić,Croatia,83,"ST, LM"
N. Gaitán,Argentina,83,LM
S. Giovinco,Italy,83,"CF, ST"
Adrien Silva,Portugal,83,"CM, CDM"
José Callejón,Spain,83,RW
S. N'Zonzi,France,83,"CDM, CM"
B. Dost,Netherlands,83,ST
G. Bonaventura,Italy,83,"CM, LW"
S. Kagawa,Japan,83,"CAM, CF"
J. Pastore,Argentina,83,"CM, LW, RW"
N. Matić,Serbia,83,"CDM, CM"
N. Otamendi,Argentina,83,CB
Iago Aspas,Spain,83,"ST, RW"
Vitolo,Spain,83,"LM, RM"
G. Donnarumma,Italy,82,GK
L. Sané,Germany,82,"LW, RW, LM"
Saúl,Spain,82,"CM, RM"
A. Martial,France,82,"LM, ST"
K. Baldé Diao,Senegal,82,"LW, ST"
Deulofeu,Spain,82,"LW, RW"
C. Tolisso,France,82,"CM, CDM"
M. Kovačić,Croatia,82,"CM, CDM"
L. Goretzka,Germany,82,"CM, CAM, CDM"
André Gomes,Portugal,82,"CM, LW, CAM"
F. Bernardeschi,Italy,82,"RM, CF, LM"
J. Tah,Germany,82,CB
T. Bakayoko,France,82,"CDM, CM"
E. Dier,England,82,"CB, CDM"
Suso,Spain,82,RW
R. Sterling,England,82,"RW, RM, LM"
Sergio Rico,Spain,82,GK
T. Werner,Germany,82,ST
Willian José,Brazil,82,ST
Iñigo Martínez,Spain,82,CB
S. Savić,Montenegro,82,CB
A. Rüdiger,Germany,82,"CB, RB"
G. Wijnaldum,Netherlands,82,"CM, CAM"
V. Wanyama,Kenya,82,"CDM, CM"
X. Shaqiri,Switzerland,82,"RM, RW"
G. Xhaka,Switzerland,82,"CM, CDM"
H. Son,Korea Republic,82,"LM, RM, ST"
Lucas,Brazil,82,"RW, LW"
D. Klaassen,Netherlands,82,"CM, CAM"
F. Thauvin,France,82,"RW, RM"
Manu Trigueros,Spain,82,"CM, CDM, CAM"
Q. Promes,Netherlands,82,"RM, ST, LM"
N. Fekir,France,82,"CAM, ST"
J. Henderson,England,82,"CDM, CM"
W. Szczęsny,Poland,82,GK
K. Trapp,Germany,82,GK
N. Clyne,England,82,RB
O. Baumann,Germany,82,GK
A. Florenzi,Italy,82,"RB, RW, CM"
D. Rose,England,82,"LB, LWB"
L. Bender,Germany,82,"CDM, CM"
A. Ramsey,Wales,82,"CM, CDM, RM"
C. Immobile,Italy,82,ST
Víctor Ruíz,Spain,82,CB
M. Rojo,Argentina,82,"CB, LB"
Lucas Vázquez,Spain,82,"RW, RM"
J. Seri,Ivory Coast,82,"CM, CDM"
R. Jarstein,Norway,82,GK
S. Lichtsteiner,Switzerland,82,"RB, RM"
David Villa,Spain,82,ST
Fernandinho,Brazil,82,"CDM, CM, RB"
A. Turan,Turkey,82,"CM, RW, LW"
Raffael,Brazil,82,"CF, ST"
M. Gómez,Germany,82,ST
J. Hart,England,82,GK
Raúl Albiol,Spain,82,CB
B. Costil,France,82,GK
João Moutinho,Portugal,82,"CM, CDM, CAM"
A. Consigli,Italy,82,GK
L. Baines,England,82,LB
S. Mandanda,France,82,GK
A. Williams,Wales,82,CB
S. Nasri,France,82,"LM, CM, RM"
G. Castro,Germany,82,"CM, CDM, RM"
E. Viviano,Italy,82,GK
C. Vela,Mexico,82,"RW, ST"
D. Sturridge,England,82,ST
Naldo,Brazil,82,CB
A. Begović,Bosnia Herzegovina,82,GK
C. Bravo,Chile,82,GK
A. Witsel,Belgium,82,"CM, CDM, CAM"
Beñat,Spain,82,CM
J. Hernández,Mexico,82,ST
B. Ivanović,Serbia,82,"CB, RB"
O. Giroud,France,82,ST
F. Fazio,Argentina,82,CB
V. Ćorluka,Croatia,82,CB
F. Muslera,Uruguay,82,GK
L. Fejsa,Serbia,82,"CDM, CM"
O. Karnezis,Greece,82,GK
M. Kruse,Germany,82,"CF, ST, CAM"
M. Arnautović,Austria,82,"LM, RM, LW"
Y. Brahimi,Algeria,82,LM
G. Sigurðsson,Iceland,82,"CAM, LM"
M. Balotelli,Italy,82,ST
L. Stindl,Germany,82,"CF, CAM"
Marlos,Brazil,82,RM
Taison,Brazil,82,"LM, CAM"
Parejo,Spain,82,"CM, CAM, CDM"
Iborra,Spain,82,"CDM, CM, CAM"
Douglas Costa,Brazil,82,"LM, RM"
J. Cuadrado,Colombia,82,RM
G. Medel,Chile,82,"CDM, CB"
Pizzi,Portugal,82,"CM, RM"
Jonathan Viera,Spain,82,"CM, LM, CAM"
F. Acerbi,Italy,82,CB
K. Bellarabi,Germany,82,RM
Roque Mesa,Spain,82,"CDM, CM"
F. Vázquez,Italy,82,"CAM, CM, CF"
C. Bacca,Colombia,82,ST
Felipe,Brazil,82,CB
I. Slimani,Algeria,82,ST
Gabriel Jesus,Brazil,81,ST
A. Christensen,Denmark,81,"CB, CDM"
Héctor Bellerín,Spain,81,RB
D. Sánchez,Colombia,81,CB
Gelson Martins,Portugal,81,"RM, LM"
M. Lanzini,Argentina,81,"CAM, LM"
J. Butland,England,81,GK
M. Keane,England,81,CB
M. Sanson,France,81,"CM, CDM"
D. Berardi,Italy,81,RW
J. Kimmich,Germany,81,"RB, CM, CB, CDM"
Williams,Spain,81,"RW, ST, LW"
J. Weigl,Germany,81,"CDM, CM"
Nélson Semedo,Portugal,81,RB
R. Barkley,England,81,"CAM, RM, CM, RW"
Sergi Roberto,Spain,81,"RB, CDM, CM"
Rafinha,Brazil,81,"CM, RM, RW"
Felipe Anderson,Brazil,81,"RW, LW, RM"
R. Guerreiro,Portugal,81,"LM, LWB, LB, CM"
A. Rabiot,France,81,CM
Bruma,Portugal,81,"LM, RM"
M. Götze,Germany,81,"CM, CAM"
J. Corona,Mexico,81,RM
S. Aurier,Ivory Coast,81,RB
H. Ziyech,Morocco,81,"CM, CAM"
M. Brozović,Croatia,81,"CM, CDM"
Camacho,Spain,81,"CDM, CM"
J. Wilshere,England,81,"CM, CAM, CDM"
Mario Gaspar,Spain,81,RB
R. Rodríguez,Switzerland,81,"LB, CB"
W. Zaha,Ivory Coast,81,"RM, LM"
C. Bakambu,DR Congo,81,"ST, LM"
T. Meunier,Belgium,81,"RB, RM"
Jorginho,Italy,81,CM
C. Benteke,Belgium,81,ST
L. Hrádecký,Finland,81,GK
Marcos Alonso,Spain,81,"LWB, LM, LB"
Mário Fernandes,Russia,81,"RWB, RM"
D. Lovren,Croatia,81,CB
K. Kampl,Slovenia,81,"CM, CAM"
G. Krychowiak,Poland,81,CDM
S. Coates,Uruguay,81,CB
Bartra,Spain,81,CB
J. Cillessen,Netherlands,81,GK
Nacho Fernández,Spain,81,"CB, LB, RB"
A. Kramarić,Croatia,81,"ST, LW"
S. Kjær,Denmark,81,CB
S. Jovetić,Montenegro,81,"ST, CAM"
M. Sakho,France,81,CB
Giuliano,Brazil,81,CAM
R. Boudebouz,Algeria,81,CAM
S. Rudy,Germany,81,"CM, CDM, RB, RM"
C. Smalling,England,81,CB
W. Ben Yedder,France,81,ST
S. Zaza,Italy,81,ST
Dani García,Spain,81,CDM
S. Eto'o,Cameroon,81,ST
Fernando Torres,Spain,81,ST
T. Motta,Italy,81,CDM
P. Mertesacker,Germany,81,CB
W. Rooney,England,81,"CAM, ST"
Moyá,Spain,81,GK
C. Carrasso,France,81,GK
B. Schweinsteiger,Germany,81,"CM, CDM"
V. Enyeama,Nigeria,81,GK
D. Srna,Croatia,81,RB
G. Rodríguez,Argentina,81,CB
Gabi,Spain,81,CM
A. Gignac,France,81,ST
Dante,Brazil,81,CB
H. Ben Arfa,France,81,"CAM, ST"
T. Heaton,England,81,GK
M. Škrtel,Slovakia,81,CB
Raúl García,Spain,81,"CAM, RW"
K. Mirallas,Belgium,81,"LM, LW"
D. Astori,Italy,81,CB
S. Mignolet,Belgium,81,GK
M. Valbuena,France,81,"LW, CAM, LM"
Adán,Spain,81,GK
S. Coleman,Republic of Ireland,81,RB
A. Rami,France,81,CB
K. Mitroglou,Greece,81,ST
M. Parolo,Italy,81,"CM, CDM"
D. Perotti,Argentina,81,"LW, CF"
N. Kalinić,Croatia,81,ST
Paulinho,Brazil,81,"CM, CDM"
Iturraspe,Spain,81,CM
De Marcos,Spain,81,RB
Illarramendi,Spain,81,CM
Y. Belhanda,Morocco,81,"CAM, LW"
A. Yarmolenko,Ukraine,81,"RW, RM"
Lucas Pérez,Spain,81,ST
J. Vardy,England,81,ST
Y. Tielemans,Belgium,80,"CM, CAM"
M. Rashford,England,80,"ST, RM, LM"
D. Rugani,Italy,80,CB
J. Brandt,Germany,80,"LM, RM, CAM"
Denis Suárez,Spain,80,"CM, LM, RM"
Arrizabalaga,Spain,80,GK
Grimaldo,Spain,80,LB
P. Zieliński,Poland,80,CM
Malcom,Brazil,80,"RW, CAM, LW"
Ricardo Pereira,Portugal,80,"RB, LB, RM"
Jemerson,Brazil,80,CB
S. Milinković-Savić,Serbia,80,"CM, CAM"
O. Özyakup,Turkey,80,"CM, CAM, CDM"
A. Oxlade-Chamberlain,England,80,"RM, LM, RWB"
L. Kurzawa,France,80,LB
J. Brooks,United States,80,CB
M. Batshuayi,Belgium,80,ST
E. Can,Germany,80,"CM, CDM"
Fred,Brazil,80,"CM, CDM, CAM"
Samu Castillejo,Spain,80,"RM, LM"
N. Bentaleb,Algeria,80,"CM, CDM"
T. Hazard,Belgium,80,"CF, LM, RM"
L. Karius,Germany,80,GK
M. Nastasić,Serbia,80,CB
K. Demirbay,Germany,80,"CAM, CM"
Alex Telles,Brazil,80,LB
Alisson,Brazil,80,GK
E. Lamela,Argentina,80,"RM, LM"
J. McCarthy,Republic of Ireland,80,"CDM, CM"
S. El Shaarawy,Italy,80,LW
R. Pereyra,Argentina,80,"CM, CAM"
Hugo Mallo,Spain,80,"RB, CB"
Pablo Sarabia,Spain,80,"RM, LM, CM"
L. Muriel,Colombia,80,ST
K. Volland,Germany,80,"ST, RW, LW"
Leo Baptistao,Brazil,80,"ST, RM"
S. Kolašinac,Bosnia Herzegovina,80,"LB, LM"
Sidnei,Brazil,80,CB
K. Vogt,Germany,80,"CB, CDM"
Y. Rakitskyi,Ukraine,80,CB
J. Guilavogui,France,80,"CDM, CM"
Allan,Brazil,80,CM
J. dos Santos,Mexico,80,"CM, RM"
S. Bender,Germany,80,"CB, CDM"
M. Darmian,Italy,80,"LB, RB"
D. Welbeck,England,80,ST
F. Smolov,Russia,80,ST
Ganso,Brazil,80,"CAM, CM"
A. Dzagoev,Russia,80,"CM, CDM, CF"
Daniel Carriço,Portugal,80,"CB, CDM"
M. Antonio,England,80,"ST, RM, RWB"
D. Blind,Netherlands,80,"LB, CB"
A. Schürrle,Germany,80,"LM, ST, LW"
R. Soriano,Italy,80,"LM, CAM, CM"
D. Didavi,Germany,80,"CAM, CM"
Sergi Enrich,Spain,80,ST
T. Stepanenko,Ukraine,80,CDM
J. Hector,Germany,80,"CDM, LB"
M. Carrick,England,80,CDM
Júlio César,Brazil,80,GK
J. Defoe,England,80,ST
P. Evra,France,80,LB
P. Jagielka,England,80,CB
C. Kameni,Cameroon,80,GK
J. Mathieu,France,80,"CB, LB"
M. Topal,Turkey,80,"CDM, CM, CB"
A. Hutchinson,Canada,80,"CDM, CM"
Gomes,Brazil,80,GK
J. Milner,England,80,"LB, CM"
Kaká,Brazil,80,"CAM, CF"
F. Marchetti,Italy,80,GK
A. Mirante,Italy,80,GK
F. Belluschi,Argentina,80,"CAM, CM"
Javi Fuego,Spain,80,"CDM, CM"
L. Podolski,Germany,80,"ST, RM, CAM"
A. Granqvist,Sweden,80,CB
Manuel Fernandes,Portugal,80,"CAM, CM"
S. Kalou,Ivory Coast,80,"LM, ST"
K. El Ahmadi,Morocco,80,CM
V. Ibišević,Bosnia Herzegovina,80,ST
B. Foster,England,80,GK
L. Fabiański,Poland,80,GK
T. Walcott,England,80,"RM, LM, ST"
G. Paletta,Italy,80,CB
G. Cabral,Argentina,80,CB
D. Basta,Serbia,80,"RB, RM"
V. Denisov,Uzbekistan,80,LB
Jardel,Brazil,80,CB
Renato Augusto,Brazil,80,"CM, CAM, CDM, LM"
R. Bertrand,England,80,LB
A. Guardado,Mexico,80,"CM, CDM"
Coke,Spain,80,"RB, RM"
D. Wass,Denmark,80,"CM, CAM"
D. Criscito,Italy,80,"LB, CB"
A. Candreva,Italy,80,"RM, CAM, RW"
S. Romero,Argentina,80,GK
H. Moreno,Mexico,80,"CB, LB"
Marcano,Spain,80,CB
K. Boateng,Ghana,80,"ST, LM, CAM"
Pedro León,Spain,80,"RM, LM"
V. Birsa,Slovenia,80,CAM
I. Piatti,Argentina,80,"LW, LM, CF"
M. Berg,Sweden,80,"ST, CF"
A. Fernández,Argentina,80,CM
M. Díaz,Chile,80,"CM, CDM"
S. Tasci,Germany,80,CB
Nacho Monreal,Spain,80,"LB, CB"
Kiko Casilla,Spain,80,GK
Eder,Italy,80,"ST, LW"
J. Lens,Netherlands,80,"RM, RW"
I. Traoré,Guinea,80,RM
R. Thomas,France,80,CB
Mikel San José,Spain,80,CM
Luiz Gustavo,Brazil,80,"CDM, CM, CB"
I. Smolnikov,Russia,80,RB
M. Schmelzer,Germany,80,"LB, LM"
S. Rondón,Venezuela,80,ST
Iago Falqué,Spain,80,"RW, LW"
E. Salvio,Argentina,80,RM
Maicon,Brazil,80,CB
F. Orellana,Chile,80,"CAM, RW"
M. Gonalons,France,80,CDM
Neto,Brazil,80,GK
D. Tadić,Serbia,80,"CAM, LM, RM"
P. Hernández,Chile,80,"CM, CAM"
J. Iličić,Slovenia,80,"CF, CAM"
V. Germain,France,80,ST
Eric Botteghin,Brazil,80,CB
O. Shatov,Russia,80,"LM, LW, RW"
S. Gnabry,Germany,79,"LM, RM"
A. Romagnoli,Italy,79,CB
Diego Llorente,Spain,79,"CB, CDM"
W. Cyprien,France,79,"CM, CDM"
A. Correa,Argentina,79,"ST, CAM, RM, RW"
M. Dahoud,Germany,79,"CM, CDM"
A. Areola,France,79,GK
K. Zouma,France,79,"CB, RB"
A. Milik,Poland,79,ST
A. Pléa,France,79,"ST, RW, RM"
L. Vietto,Argentina,79,ST
João Cancelo,Portugal,79,"RB, RW, RM"
M. Benassi,Italy,79,CM
M. Meyer,Germany,79,"CAM, CF, LW"
L. Dendoncker,Belgium,79,"CDM, CM, CB"
K. Coman,France,79,"RM, LM"
V. Lindelöf,Sweden,79,CB
Oyarzabal,Spain,79,"LW, RW"
Paco Alcácer,Spain,79,ST
J. Stones,England,79,CB
Óliver Torres,Spain,79,CM
E. Rigoni,Argentina,79,"RM, LM"
Y. Cardinale,France,79,GK
L. Digne,France,79,LB
D. Sidibé,France,79,"RB, LB"
M. Depay,Netherlands,79,"LW, LM"
Fernando,Brazil,79,"CDM, CM"
J. Vestergaard,Denmark,79,CB
D. Baselli,Italy,79,CM
Bernard,Brazil,79,"CAM, LW"
L. Shaw,England,79,LB
M. Arnold,Germany,79,"CM, CAM, CDM"
N. Tagliafico,Argentina,79,"LB, CB"
S. Boufal,Morocco,79,"LW, RW, CAM"
Gayà,Spain,79,"LB, LM"
Anderson Talisca,Brazil,79,"CAM, ST, CM"
C. Lenglet,France,79,CB
F. Andone,Romania,79,ST
J. Bruma,Netherlands,79,CB
F. Lejeune,France,79,CB
M. Gabbiadini,Italy,79,ST
J. Murillo,Colombia,79,CB
S. Vrsaljko,Croatia,79,RB
Rubén Pardo,Spain,79,CM
Bernat,Spain,79,"LB, LM"
Gerard Moreno,Spain,79,"ST, RM, CAM"
H. Çalhanoğlu,Turkey,79,"LM, CAM"
E. Hysaj,Albania,79,RB
N. Maksimović,Serbia,79,CB
M. Almirón,Paraguay,79,"CAM, LM"
K. Papadopoulos,Greece,79,CB
Canales,Spain,79,"CAM, LW, RW"
A. Ljajić,Serbia,79,"LW, CAM"
J. Zoet,Netherlands,79,GK
Keko,Spain,79,RM
B. Martins Indi,Netherlands,79,CB
E. Çolak,Turkey,79,"CAM, RM, CM"
R. Saponara,Italy,79,CAM
Cédric,Portugal,79,RB
F. Ghoulam,Algeria,79,LB
P. Ntep,France,79,"LM, LW"
N. Sansone,Italy,79,"ST, LM, RM"
C. Kramer,Germany,79,"CDM, CM"
W. Orban,Germany,79,CB
S. Kritsyuk,Russia,79,GK
I. Marcone,Argentina,79,CDM
D. Zappacosta,Italy,79,"RB, RWB, RM"
M. Acuña,Argentina,79,"LM, RM"
M. Campaña,Uruguay,79,GK
V. Moses,Nigeria,79,"RWB, RM, LM"
A. Kokorin,Russia,79,"ST, RW"
Y. Mallı,Turkey,79,"CAM, CF"
Oriol Romeu,Spain,79,"CDM, CM"
N. Jørgensen,Denmark,79,ST
L. Tonelli,Italy,79,CB
Gabriel Paulista,Brazil,79,CB
S. Sané,Senegal,79,"CB, CDM"
Zé Luís,Cape Verde,79,ST
Soares,Brazil,79,ST
H. Herrera,Mexico,79,"CM, CDM"
W. Reid,New Zealand,79,CB
Bojan,Spain,79,"CAM, ST"
Fabricio,Spain,79,GK
D. Drinkwater,England,79,CM
R. Zieler,Germany,79,GK
V. Babacan,Turkey,79,GK
G. Bou,Argentina,79,ST
F. Coquelin,France,79,"CDM, CM"
S. Corchia,France,79,RB
P. Jones,England,79,CB
P. Herrmann,Germany,79,"RM, LM"
V. Darida,Czech Republic,79,"CM, CAM, CDM"
L. López,Argentina,79,CB
G. Barry,England,79,CDM
A. Pirlo,Italy,79,"CM, CDM"
T. Rosický,Czech Republic,79,"CAM, CM, RM"
S. Sorrentino,Italy,79,GK
R. Adler,Germany,79,GK
D. Baier,Germany,79,CDM
M. Vorm,Netherlands,79,GK
Vágner Love,Brazil,79,"ST, CAM"
W. Caballero,Argentina,79,GK
G. Ochoa,Mexico,79,GK
P. Zabaleta,Argentina,79,RB
A. Pyatov,Ukraine,79,GK
Negredo,Spain,79,ST
Xabi Prieto,Spain,79,"CM, CAM, RW"
A. Samedov,Russia,79,RM
I. Denisov,Russia,79,CDM
I. Akinfeev,Russia,79,GK
V. Berezutskiy,Russia,79,CB
Luisão,Brazil,79,CB
B. Gomis,France,79,ST
Jurado,Spain,79,"LM, RM, CAM, CM"
M. Krohn-Dehli,Denmark,79,"LM, CM"
D. Abraham,Argentina,79,CB
S. Radu,Romania,79,"LB, CB"
N. Pareja,Argentina,79,CB
Danilo,Brazil,79,CB
Y. Cabaye,France,79,"CM, CDM"
A. Gyan,Ghana,79,ST
S. Sirigu,Italy,79,GK
J. Evans,Northern Ireland,79,"CB, LB"
R. Shawcross,England,79,CB
G. dos Santos,Mexico,79,"CF, CAM, ST"
Gervinho,Ivory Coast,79,"LW, RW"
N. Şahin,Turkey,79,"CDM, CM"
José Fonte,Portugal,79,CB
D. Valeri,Argentina,79,CAM
D. Zurutuza,France,79,CM
C. Ansaldi,Argentina,79,LB
Z. Junuzović,Austria,79,"CM, CAM, LM"
Lucas Leiva,Brazil,79,"CDM, CB"
D. Ospina,Colombia,79,GK
A. Ayew,Ghana,79,"RM, ST, CAM"
P. Wernbloom,Sweden,79,CDM
M. Fellaini,Belgium,79,"CDM, CM"
F. Johnson,United States,79,"LM, RB"
S. Prödl,Austria,79,CB
Antunes,Portugal,79,LB
Marcelo,Brazil,79,CB
W. Vainqueur,France,79,CDM
N. Amrabat,Morocco,79,"RM, RWB, CAM"
Roberto,Spain,79,GK
A. Ogbonna,Italy,79,CB
C. Yacob,Argentina,79,"CDM, CM"
P. Piatti,Argentina,79,"LM, RM, LW"
S. Wagner,Germany,79,ST
S. Feghouli,Algeria,79,"RW, RM"
Mariano,Brazil,79,"RB, RM"
A. Kolarov,Serbia,79,"LB, CB"
M. Fabián,Mexico,79,"CAM, RM, LM"
Maurício,Brazil,79,"CB, RB"
C. Noboa,Ecuador,79,"CM, CDM"
S. Doumbia,Ivory Coast,79,"ST, CF"
Jonathas,Brazil,79,ST
B. Hübner,Germany,79,CB
W. Bony,Ivory Coast,79,ST
Balenziaga,Spain,79,LB
M. Hitz,Switzerland,79,GK
J. Kucka,Slovakia,79,"CM, CDM"
Escudero,Spain,79,"LB, LM"
Jaume Costa,Spain,79,"LB, LM"
H. Pérez,Paraguay,79,"RM, LM"
Adrián,Spain,79,GK
Nolito,Spain,79,"LW, LM"
Vicente Gómez,Spain,79,"CM, CDM"
Y. Konoplyanka,Ukraine,79,"LW, LM"
F. Fernández,Argentina,79,CB
E. Višća,Bosnia Herzegovina,79,RM
C. Pulisic,United States,78,"RM, RW, LW, LM"
Dani Ceballos,Spain,78,"CM, LM, CDM, CAM"
K. Dolberg,Denmark,78,"ST, CAM"
L. Tousart,France,78,"CDM, CM"
B. Mendy,France,78,"LB, LWB"
J. Ward-Prowse,England,78,"CM, RM, CAM"
A. Sanabria,Paraguay,78,ST
André Silva,Portugal,78,ST
M. Niang,France,78,"LW, ST"
