short_name,nationality,overall,player_positions
Thiago,Spain,87,"CM, CAM, CDM"
K. Navas,Costa Rica,87,GK
L. Insigne,Italy,87,"CF, LW, ST"
L. Sané,Germany,86,LW
Marquinhos,Brazil,86,"CB, CDM"
M. Škriniar,Slovakia,86,CB
M. Verratti,Italy,86,"CM, CDM"
S. Umtiti,France,86,CB
W. Szczęsny,Poland,86,GK
J. Kimmich,Germany,86,"RB, CM, CDM"
Isco,Spain,86,"CAM, CM, LW"
Roberto Firmino,Brazil,86,"CF, ST, CAM"
I. Rakitić,Croatia,86,"CM, CDM"
M. Pjanić,Bosnia Herzegovina,86,"CM, CDM"
A. Di María,Argentina,86,"RW, LW"
L. Bonucci,Italy,86,CB
Coutinho,Brazil,86,"LW, CM"
Parejo,Spain,86,CM
T. Müller,Germany,86,"CAM, RM, RW"
C. Immobile,Italy,86,ST
A. Lacazette,France,86,ST
M. de Ligt,Netherlands,85,CB
G. Donnarumma,Italy,85,GK
F. de Jong,Netherlands,85,"CM, CDM"
R. Varane,France,85,CB
N. Süle,Germany,85,CB
S. Milinković-Savić,Serbia,85,"CM, CAM"
Rodri,Spain,85,"CDM, CM"
Saúl,Spain,85,"CM, LM, RM"
Fabinho,Brazil,85,CDM
A. Robertson,Scotland,85,LB
J. Giménez,Uruguay,85,CB
C. Lenglet,France,85,CB
Bruno Fernandes,Portugal,85,"CAM, CM"
A. Lopes,Portugal,85,GK
P. Gulácsi,Hungary,85,GK
R. Bürki,Switzerland,85,GK
R. Lukaku,Belgium,85,ST
K. Manolas,Greece,85,CB
Neto,Brazil,85,GK
D. Alaba,Austria,85,"LB, CB"
M. Icardi,Argentina,85,ST
Carvajal,Spain,85,RB
H. Ziyech,Morocco,85,"CAM, RW"
Z. Ibrahimović,Sweden,85,ST
A. Gómez,Argentina,85,"CAM, CF, ST"
G. Higuaín,Argentina,85,ST
B. Matuidi,France,85,"CDM, CM"
G. Bale,Wales,85,"RW, LW, ST"
Marcelo,Brazil,85,LB
A. Witsel,Belgium,85,"CDM, CM"
Alex Sandro,Brazil,85,"LB, LM"
Iago Aspas,Spain,85,"ST, RW"
Koke,Spain,85,"RM, LM, CM"
J. Rodríguez,Colombia,85,"CAM, CM, RM"
Allan,Brazil,85,CM
J. Sancho,England,84,"RM, LM"
K. Havertz,Germany,84,"CAM, RM"
O. Dembélé,France,84,"RW, LW"
Kepa,Spain,84,GK
João Cancelo,Portugal,84,RB
D. Alli,England,84,"CAM, CM"
L. Hernández,France,84,"CB, LB"
Arthur,Brazil,84,CM
M. Depay,Netherlands,84,"CF, LW, CAM"
L. Goretzka,Germany,84,"CM, CAM, CDM"
J. Brandt,Germany,84,"CAM, LM, RM"
K. Coman,France,84,"LM, RM, LW"
S. Gnabry,Germany,84,"RM, LM, LW"
N. Fekir,France,84,CAM
B. Leno,Germany,84,GK
Luis Alberto,Spain,84,"CAM, CM, CF"
Alex Telles,Brazil,84,LB
J. Pavlenka,Czech Republic,84,GK
S. de Vrij,Netherlands,84,CB
Felipe Anderson,Brazil,84,LM
Pepe,Portugal,84,CB
João Moutinho,Portugal,84,CM
S. Ruffier,France,84,GK
S. Sirigu,Italy,84,GK
M. Hamšík,Slovakia,84,CM
Sokratis,Greece,84,CB
Lucas Leiva,Brazil,84,CDM
M. Özil,Germany,84,"CAM, RW"
Javi Martínez,Spain,84,"CDM, CB"
Y. Sommer,Switzerland,84,GK
E. Džeko,Bosnia Herzegovina,84,ST
G. Wijnaldum,Netherlands,84,"CM, CDM"
I. Perišić,Croatia,84,LM
M. Mandžukić,Croatia,84,"ST, LW"
A. Vidal,Chile,84,"CM, CDM"
J. Boateng,Germany,84,CB
Azpilicueta,Spain,84,"RB, CB"
José Callejón,Spain,84,"RM, RW"
I. Gündoğan,Germany,84,"CM, CDM"
Paulinho,Brazil,84,"CM, CAM, CDM"
K. Walker,England,84,RB
Canales,Spain,84,"CAM, CM, CF"
Douglas Costa,Brazil,84,"LM, RW, LW"
Pizzi,Portugal,84,"RM, CM"
D. Tadić,Serbia,84,"CAM, LW, ST"
J. Iličić,Slovenia,84,"CF, ST"
R. Mahrez,Algeria,84,"RW, RM"
E. Višća,Bosnia Herzegovina,84,"RM, RW"
Felipe,Brazil,84,CB
Fabián,Spain,83,"CM, CDM, CAM"
A. Romagnoli,Italy,83,CB
G. Lo Celso,Argentina,83,"CM, CAM, CF"
T. Alexander-Arnold,England,83,RB
L. Jović,Serbia,83,ST
A. Milik,Poland,83,ST
A. Martial,France,83,"LW, ST, LM"
Anderson Talisca,Brazil,83,"CAM, RW"
J. Tah,Germany,83,CB
C. Tolisso,France,83,"CM, CDM"
Pau López,Spain,83,GK
Gonçalo Guedes,Portugal,83,"LM, ST"
N. Pépé,Ivory Coast,83,"RM, RW, ST"
M. Akanji,Switzerland,83,CB
M. Rashford,England,83,"ST, LM"
J. Stones,England,83,CB
A. Rabiot,France,83,"CM, CDM"
Grimaldo,Spain,83,LB
T. Werner,Germany,83,ST
T. Lemar,France,83,"LM, CAM, RM"
D. Sánchez,Colombia,83,CB
Marco Asensio,Spain,83,"LW, RW"
L. Digne,France,83,LB
J. Draxler,Germany,83,"CAM, CM, LW"
J. Pickford,England,83,GK
Y. Carrasco,Belgium,83,LM
Borja Iglesias,Spain,83,ST
K. Casteels,Belgium,83,GK
W. Zaha,Ivory Coast,83,"CF, LM, LW"
Paco Alcácer,Spain,83,ST
Morata,Spain,83,ST
S. Haller,France,83,ST
William Carvalho,Portugal,83,"CDM, CM"
F. Bernardeschi,Italy,83,"RM, CAM"
D. Djené,Togo,83,CB
Oscar,Brazil,83,"CAM, CM"
K. Trapp,Germany,83,GK
Bartra,Spain,83,CB
Pablo Sarabia,Spain,83,"CAM, CM, RM"
J. Cillessen,Netherlands,83,GK
Lucas Moura,Brazil,83,"CF, RM, LM"
F. Thauvin,France,83,"RW, RM"
Jorginho,Italy,83,"CM, CDM"
G. Buffon,Italy,83,GK
Casillas,Spain,83,GK
R. Jarstein,Norway,83,GK
V. Kompany,Belgium,83,CB
Raúl Albiol,Spain,83,CB
F. Quagliarella,Italy,83,ST
K. Schmeichel,Denmark,83,GK
Falcao,Colombia,83,ST
Miranda,Brazil,83,CB
C. Vela,Mexico,83,"RW, LW, CAM"
E. Garay,Argentina,83,CB
Rui Patrício,Portugal,83,GK
R. Nainggolan,Belgium,83,"CAM, CM"
E. Banega,Argentina,83,"CDM, CM, CAM"
Diego Costa,Spain,83,ST
S. Khedira,Germany,83,"CM, CDM"
David Luiz,Brazil,83,CB
M. Kruse,Germany,83,"CF, ST, CAM"
J. Henderson,England,83,"CDM, CM"
G. Sigurðsson,Iceland,83,CAM
A. Ramsey,Wales,83,"CM, CAM"
Illarramendi,Spain,83,"CDM, CM"
D. Blind,Netherlands,83,"CDM, CB, LB"
L. Hrádecký,Finland,83,GK
N. Otamendi,Argentina,83,CB
J. Cuadrado,Colombia,83,"RM, RW"
I. Gueye,Senegal,83,CDM
K. Kampl,Slovenia,83,"CM, CAM, CDM"
Rodrigo,Spain,83,ST
C. Aránguiz,Chile,83,"CM, CDM"
W. Ben Yedder,France,83,ST
F. Acerbi,Italy,83,CB
Danilo Pereira,Portugal,83,"CDM, CM"
A. Kramarić,Croatia,83,"ST, CAM, LW"
Louri Beretta,Brazil,83,"ST, CF"
Josué Chiamulera,Brazil,83,CB
Ronaldo Cabrais,Brazil,83,"RW, CAM"
Oyarzabal,Spain,82,"LW, LM, RW"
L. Bailey,Jamaica,82,"LW, RW"
Gabriel Jesus,Brazil,82,ST
M. Kovačić,Croatia,82,CM
A. Belotti,Italy,82,ST
T. Strakosha,Albania,82,GK
N. Keïta,Guinea,82,"CM, CDM"
L. Torreira,Uruguay,82,"CDM, CM"
Rúben Neves,Portugal,82,CM
P. Kimpembe,France,82,CB
S. Bergwijn,Netherlands,82,"RW, CAM, LW"
A. Onana,Cameroon,82,GK
Nélson Semedo,Portugal,82,RB
A. Areola,France,82,GK
M. Perin,Italy,82,GK
D. Rugani,Italy,82,CB
A. Correa,Argentina,82,"RM, ST"
Iñaki Williams,Spain,82,"ST, RW"
H. Lozano,Mexico,82,"RW, LW"
Gelson Martins,Portugal,82,"RM, RW"
B. Lecomte,France,82,GK
T. Partey,Ghana,82,"CM, CDM, RM"
K. Demirbay,Germany,82,CM
J. Matip,Cameroon,82,CB
Suso,Spain,82,"RW, CF"
S. Savić,Montenegro,82,CB
A. Rüdiger,Germany,82,CB
Pacheco,Spain,82,GK
Ricardo Pereira,Portugal,82,"RB, RM"
N. Tagliafico,Argentina,82,LB
David Soria,Spain,82,GK
Sergio Asenjo,Spain,82,GK
Muniain,Spain,82,"CAM, LW"
M. Götze,Germany,82,"CF, CAM, CM"
T. Delaney,Denmark,82,"CDM, CM"
O. Baumann,Germany,82,GK
Willian José,Brazil,82,ST
Sergi Roberto,Spain,82,"RB, RM, CM"
N. Schulz,Germany,82,"LWB, LM, LB"
K. Volland,Germany,82,"ST, RW, LW"
Nacho Fernández,Spain,82,"CB, LB, RB"
Gabriel Paulista,Brazil,82,CB
J. Roussillon,France,82,LB
H. Maguire,England,82,CB
T. Hazard,Belgium,82,"RM, LM, CF"
E. Forsberg,Sweden,82,"CAM, LM"
F. Kostić,Serbia,82,"LM, LWB"
M. Politano,Italy,82,"RM, ST"
Rafa,Portugal,82,"LM, RM"
Pepe Reina,Spain,82,GK
D. De Rossi,Italy,82,CDM
Aduriz,Spain,82,ST
Jesús Navas,Spain,82,"RM, RB"
Santi Cazorla,Spain,82,"CM, CDM, LM"
H. Herrera,Mexico,82,CM
L. Biglia,Argentina,82,"CDM, CM"
L. Fabiański,Poland,82,GK
E. Viviano,Italy,82,GK
Juan Mata,Spain,82,"CAM, RM"
O. Giroud,France,82,ST
S. Kjær,Denmark,82,CB
Willian,Brazil,82,"RW, LW"
V. Ćorluka,Croatia,82,CB
M. Arnautović,Austria,82,ST
A. Sánchez,Chile,82,"LW, LM"
Giuliano,Brazil,82,CAM
A. Kolarov,Serbia,82,LB
M. Balotelli,Italy,82,ST
Marlos,Ukraine,82,"RM, CAM"
Taison,Brazil,82,"CAM, LM"
B. Dost,Netherlands,82,ST
G. Bonaventura,Italy,82,"CM, LW"
Pedro,Spain,82,"RW, LW"
L. de Jong,Netherlands,82,ST
S. El Shaarawy,Italy,82,LW
Ander Herrera,Spain,82,"CM, CDM"
X. Shaqiri,Switzerland,82,"RW, RM"
Mário Fernandes,Russia,82,"RWB, RM"
S. Coates,Uruguay,82,CB
C. Bakambu,DR Congo,82,ST
T. Meunier,Belgium,82,"RB, RM"
K. Bellarabi,Germany,82,RW
J. Lingard,England,82,"CAM, RW"
Q. Promes,Netherlands,82,"LW, RW"
J. Vardy,England,82,ST
D. Zapata,Colombia,82,ST
Morales,Spain,82,"ST, LM"
Raphaelito Anjos,Brazil,82,GK
Juiano Mestres,Brazil,82,"CB, CDM"
Rosberto Dourado,Brazil,82,"CDM, CM, CAM"
E. Schetino,Uruguay,82,CB
J. Sildero,Uruguay,82,"CAM, RM"
L. Martínez,Argentina,81,ST
H. Aouar,France,81,CM
T. Ndombele,France,81,"CM, CDM"
Éder Militão,Brazil,81,"CB, RB"
A. Cragno,Italy,81,GK
D. van de Beek,Netherlands,81,"CAM, CM"
V. Lindelöf,Sweden,81,CB
Dani Ceballos,Spain,81,"CM, LM, CDM"
Pablo Fornals,Spain,81,"CAM, CM, LM"
E. Can,Germany,81,"CM, CDM"
Gayà,Spain,81,LB
David Neres,Brazil,81,"LW, RW, CAM"
P. Zieliński,Poland,81,"CM, LM"
G. Rulli,Argentina,81,GK
G. Xhaka,Switzerland,81,"CM, CDM"
Rafinha,Brazil,81,"CAM, CM, RW"
G. Kondogbia,Central African Rep.,81,"CM, CDM"
M. Sabitzer,Austria,81,"CAM, CM"
L. Shaw,England,81,LB
J. Martínez,Venezuela,81,ST
A. Doucouré,France,81,"CDM, CM"
W. Ndidi,Nigeria,81,"CDM, CM"
T. Horn,Germany,81,GK
W. Orban,Hungary,81,CB
A. Plea,France,81,"ST, LW"
Y. Poulsen,Denmark,81,ST
R. Fraser,Scotland,81,LM
M. Ginter,Germany,81,"CB, CDM"
R. Guerreiro,Portugal,81,"LM, LB, CM"
João Mário,Portugal,81,"CAM, CM"
Thiago Mendes,Brazil,81,"CDM, CM"
A. Izzo,Italy,81,CB
M. Brozović,Croatia,81,"CDM, CM"
A. Ljajić,Serbia,81,"CAM, LW"
J. Corona,Mexico,81,"RM, RB"
Jordi Masip,Spain,81,GK
T. Vaclík,Czech Republic,81,GK
L. Milivojević,Serbia,81,"CDM, CM"
Gerard Moreno,Spain,81,"ST, CF"
W. Weghorst,Netherlands,81,ST
Quaresma,Portugal,81,"RM, LM"
J. Mathieu,France,81,CB
J. Milner,England,81,"CM, LB"
L. López,Argentina,81,ST
B. Gomis,France,81,ST
M. Dembélé,Belgium,81,"CM, CAM, CDM"
Cesc Fàbregas,Spain,81,"CM, CDM"
A. Consigli,Italy,81,GK
L. Koscielny,France,81,CB
Jardel,Brazil,81,CB
Renato Augusto,Brazil,81,"CM, CAM, CDM"
José Fonte,Portugal,81,CB
A. Guardado,Mexico,81,"CM, CDM, LM"
L. Piszczek,Poland,81,RB
K. Gameiro,France,81,ST
D. Payet,France,81,"CAM, LW"
Beñat,Spain,81,CM
Adán,Spain,81,GK
B. Höwedes,Germany,81,"CB, LB"
F. Muslera,Uruguay,81,GK
M. Sissoko,France,81,"CM, CDM"
M. Parolo,Italy,81,"CDM, CM"
Fernando,Brazil,81,"CDM, CM"
N. Gaitán,Argentina,81,CAM
S. Giovinco,Italy,81,"CF, ST, RM"
Luiz Gustavo,Brazil,81,"CDM, CB"
N. Nkoulou,Cameroon,81,CB
N. Matić,Serbia,81,"CDM, CM"
Marcos Alonso,Spain,81,"LB, LWB"
H. Mkhitaryan,Armenia,81,"RM, CAM, RW"
André Almeida,Portugal,81,RB
A. Florenzi,Italy,81,"RB, RW, LW"
E. Zahavi,Israel,81,"CF, ST"
F. Vázquez,Argentina,81,"CM, CAM"
Lucas Vázquez,Spain,81,"RW, RM"
Dani García,Spain,81,"CM, CDM"
M. Acuña,Argentina,81,"LW, LB"
Laure Santeiro,Brazil,81,"CAM, LM, LW"
J. Frendado,Uruguay,81,"CB, CDM"
S. Ardero,Uruguay,81,"CAM, LM, LW"
L. Dálves,Uruguay,81,"ST, CF"
S. Mandíquez,Ecuador,81,ST
João Félix,Portugal,80,"CF, ST"
N. Barella,Italy,80,"CM, CAM"
J. Gomez,England,80,"CB, RB"
A. Christensen,Denmark,80,CB
M. Maignan,France,80,GK
Y. Tielemans,Belgium,80,"CM, CDM"
Mario Hermoso,Spain,80,CB
Carlos Soler,Spain,80,"RM, CM"
M. Caldara,Italy,80,CB
H. Winks,England,80,"CM, CDM"
K. Piątek,Poland,80,ST
Diogo Jota,Portugal,80,"CF, LW"
Marcos Llorente,Spain,80,CDM
F. Mendy,France,80,LB
Melendo,Spain,80,"RM, LM, CAM"
Rúben Dias,Portugal,80,CB
D. Livaković,Croatia,80,GK
Héctor Bellerín,Spain,80,"RB, RWB"
B. Mendy,France,80,LB
M. Dembélé,France,80,ST
O. Vlachodimos,Greece,80,GK
Santi Mina,Spain,80,ST
Rony Lopes,Portugal,80,"LM, LW"
J. Correa,Argentina,80,"CF, ST, CAM"
T. Bakayoko,France,80,"CDM, CM"
M. Eggestein,Germany,80,"CM, CAM, CDM"
Odriozola,Spain,80,RB
M. Gómez,Uruguay,80,ST
Sergi Darder,Spain,80,"CM, CDM"
K. Zouma,France,80,CB
L. Paredes,Argentina,80,"CM, CDM"
N. Aké,Netherlands,80,CB
E. Hysaj,Albania,80,RB
André Gomes,Portugal,80,"CDM, CM"
K. Baldé,Senegal,80,"RM, ST, LM"
J. Weigl,Germany,80,"CDM, CB"
V. Rongier,France,80,"CM, CAM"
Yeray,Spain,80,CB
Loren,Spain,80,ST
R. Rodríguez,Switzerland,80,"LB, CB"
A. Oxlade-Chamberlain,England,80,"CM, RM"
Campaña,Spain,80,"CM, CDM"
A. Mandi,Algeria,80,CB
Deulofeu,Spain,80,"CF, RW, LW"
Bernat,Spain,80,"LB, LM"
E. Andrada,Argentina,80,GK
M. Keane,England,80,CB
J. Quintero,Colombia,80,"CAM, CF"
Samu Castillejo,Spain,80,"RM, LM, CM"
W. Benítez,Argentina,80,GK
A. Rebić,Croatia,80,"ST, LW, CAM"
E. Bailly,Ivory Coast,80,CB
M. Almirón,Paraguay,80,"LW, CF"
M. Lazzari,Italy,80,RM
M. Lanzini,Argentina,80,"CAM, CM, LM"
J. Zoet,Netherlands,80,GK
M. Ryan,Australia,80,GK
Sergi Gómez,Spain,80,CB
H. Vanaken,Belgium,80,"CAM, CF"
M. Hinteregger,Austria,80,CB
M. Nastasić,Serbia,80,CB
Gabriel,Brazil,80,"CM, CDM"
C. Wilson,England,80,ST
J. Guilavogui,France,80,"CDM, CM"
D. Klaassen,Netherlands,80,"CM, CAM"
P. Kadeřábek,Czech Republic,80,"RWB, RB, RM"
C. Kramer,Germany,80,"CDM, CM"
Iñigo Martínez,Spain,80,CB
Portu,Spain,80,"CF, ST, RM"
Manu Trigueros,Spain,80,"CM, CDM"
H. Çalhanoğlu,Turkey,80,"LW, CAM, CM"
M. Dabbur,Israel,80,"ST, LM"
M. Halstenberg,Germany,80,LB
M. Vecino,Uruguay,80,CDM
M. Dúbravka,Slovakia,80,GK
M. Dmitrović,Serbia,80,GK
Joaquín,Spain,80,"LM, ST, RM"
W. Rooney,England,80,ST
Moyá,Spain,80,GK
Nani,Portugal,80,"LW, RW"
J. Mascherano,Argentina,80,"CDM, CB"
Diego López,Spain,80,GK
I. Akinfeev,Russia,80,GK
A. Gignac,France,80,ST
Jorge Molina,Spain,80,ST
B. Costil,France,80,GK
L. Perrin,France,80,CB
B. Foster,England,80,GK
T. Heaton,England,80,GK
S. Mandanda,France,80,GK
Charles,Brazil,80,ST
S. Radu,Romania,80,CB
D. Rose,England,80,"LB, LWB"
E. Lamela,Argentina,80,"RM, LM, CAM"
Raúl García,Spain,80,CAM
Naldo,Brazil,80,CB
D. Wass,Denmark,80,"CM, RB, RM"
S. Romero,Argentina,80,GK
Pedro León,Spain,80,RM
I. Piatti,Argentina,80,"LW, CF, ST"
D. Ospina,Colombia,80,GK
M. Díaz,Chile,80,"CDM, CM"
M. Valbuena,France,80,"LM, CAM"
L. Bender,Germany,80,"RB, CDM, CM"
S. Bender,Germany,80,"CB, CDM"
E. Capoue,France,80,"CDM, CM"
Antunes,Portugal,80,LB
R. Fährmann,Germany,80,GK
F. Fazio,Argentina,80,CB
M. Hasebe,Japan,80,"CB, CDM"
Sidnei,Brazil,80,CB
D. Perotti,Argentina,80,LW
L. Pratto,Argentina,80,ST
S. Feghouli,Algeria,80,"RM, RW, CAM"
K. Trippier,England,80,"RB, RWB"
M. Musacchio,Argentina,80,CB
Y. M'Vila,France,80,"CDM, CM"
L. Stindl,Germany,80,CF
F. Smolov,Russia,80,ST
S. Nzonzi,France,80,"CDM, CM"
F. Coquelin,France,80,"CM, CDM"
Hulk,Brazil,80,"RM, RW, ST"
K. Strootman,Netherlands,80,"CM, CDM"
C. Smalling,England,80,CB
K. Glik,Poland,80,CB
E. Salvio,Argentina,80,RM
D. Subašić,Croatia,80,GK
K. Vogt,Germany,80,CB
R. Pereyra,Argentina,80,"LM, CAM"
Y. Belhanda,Morocco,80,"CAM, CM"
Sergi Enrich,Spain,80,ST
D. Lovren,Croatia,80,CB
S. Verdi,Italy,80,"LM, RW"
L. Muriel,Colombia,80,ST
D. Vida,Croatia,80,"CB, RB"
Ibai Gómez,Spain,80,"RM, RW, LM"
S. Berghuis,Netherlands,80,RW
Cristian Tello,Spain,80,"LM, RM"
Ismaily,Brazil,80,LB
F. Ghoulam,Algeria,80,LB
S. Sané,Senegal,80,"CB, CDM"
S. Zaza,Italy,80,ST
S. Vrsaljko,Croatia,80,RB
Pozuelo,Spain,80,"CAM, CF"
R. Jiménez,Mexico,80,ST
Bernard,Brazil,80,LM
T. Stepanenko,Ukraine,80,CDM
F. Armani,Argentina,80,GK
I. Marcone,Argentina,80,"CDM, CM"
Jony,Spain,80,LM
Mata,Spain,80,ST
M. Marega,Mali,80,"ST, RM"
Everton Andrão,Brazil,80,"CDM, CM"
Welington Dano,Brazil,80,"LB, LM"
J. Serendero,Uruguay,80,GK
M. Baldona,Uruguay,80,"CDM, CM"
M. Nérez,Uruguay,80,"LB, LM"
Vinícius Jr.,Brazil,79,LW
R. Bentancur,Uruguay,79,CM
Lucas Paquetá,Brazil,79,"CAM, CM"
A. Wan-Bissaka,England,79,RB
A. Lafont,France,79,GK
I. Konaté,France,79,CB
Merino,Spain,79,"CM, CDM, LM"
S. Berge,Norway,79,"CDM, CM"
L. Pellegrini,Italy,79,"CM, CAM, CDM"
F. Chiesa,Italy,79,"RW, CF"
Dani Olmo,Spain,79,"CAM, LM, CM"
R. Zobnin,Russia,79,"CDM, CM, LM"
A. Saint-Maximin,France,79,"RW, LW, ST"
C. Pavón,Argentina,79,"RW, ST, LW"
T. Kehrer,Germany,79,"CB, RB"
C. Pulisic,United States,79,"LW, RW"
F. Kessié,Ivory Coast,79,CM
A. Hakimi,Morocco,79,"LB, RB"
D. Samassékou,Mali,79,"CDM, CM"
Marc Roca,Spain,79,"CDM, CM"
D. Zagadou,France,79,"CB, LB"
V. Tsygankov,Ukraine,79,"RM, LM"
De Tomás,Spain,79,ST
R. Loftus-Cheek,England,79,"CM, LM"
S. Lobotka,Slovakia,79,"CM, CDM"
J. Denayer,Belgium,79,CB
L. Klostermann,Germany,79,"RB, LB"
A. Golovin,Russia,79,"CAM, CM"
A. Diallo,France,79,"CB, LB"
B. Pavard,France,79,"CB, RB"
M. Rashica,Kosovo,79,"LW, CF, RW"
B. Chilwell,England,79,LB
Wesley,Brazil,79,ST
T. Souček,Czech Republic,79,CDM
Junior Firpo,Spain,79,"LB, LM, LWB"
J. Ward-Prowse,England,79,"CM, RM"
A. Januzaj,Belgium,79,"RW, RM"
Otávio,Brazil,79,"RM, CAM, CM"
N. Stark,Germany,79,"CB, CDM"
A. Iwobi,Nigeria,79,"LM, LW, RM"
J. Gbamin,Ivory Coast,79,"CDM, CM, CB"
Munir,Spain,79,"ST, RW, LM"
Angeliño,Spain,79,LB
J. Maddison,England,79,"CAM, CM, LW"
André Silva,Portugal,79,ST
Richarlison,Brazil,79,"RM, LM, ST"
S. Nakajima,Japan,79,"LM, CF"
Raphinha,Brazil,79,"RW, LW"
E. Dier,England,79,"CDM, CB, CM"
L. Trossard,Belgium,79,LW
Jonny,Spain,79,"LWB, LB"
M. Sanson,France,79,"CM, CAM"
J. Lerma,Colombia,79,"CDM, CM"
L. Dubois,France,79,RB
F. Grillitsch,Austria,79,"CM, CDM"
L. Cabrera,Uruguay,79,"CB, LB"
R. Barkley,England,79,"CAM, CM"
J. Murillo,Colombia,79,CB
J. Tarkowski,England,79,CB
L. Karius,Germany,79,GK
N. Pope,England,79,GK
J. Brooks,United States,79,CB
M. Batshuayi,Belgium,79,ST
M. Arnold,Germany,79,"CM, CDM, CAM"
S. Kolašinac,Bosnia Herzegovina,79,"LB, LWB"
F. Schär,Switzerland,79,CB
Ricardo Horta,Portugal,79,LW
L. Alario,Argentina,79,ST
Mariano,Dominican Republic,79,ST
R. Aguilar,France,79,"RB, RWB"
F. Balbuena,Paraguay,79,CB
S. Mustafi,Germany,79,CB
G. Pezzella,Argentina,79,CB
D. da Costa,Germany,79,"RWB, RM, RB"
W. Boly,France,79,CB
B. Davies,Wales,79,"LB, LWB"
Fred,Brazil,79,CM
M. Samatta,Tanzania,79,ST
Diego Carlos,Brazil,79,CB
K. Toko-Ekambi,Cameroon,79,"ST, LM, LW"
A. Lunev,Russia,79,GK
R. Malinovskyi,Ukraine,79,"CM, CAM, CDM"
M. Sakho,France,79,CB
J. King,Norway,79,"CF, ST"
H. Seferović,Switzerland,79,ST
Laguardia,Spain,79,CB
P. Jones,England,79,CB
S. Aurier,Ivory Coast,79,"RB, RWB"
L. Spinazzola,Italy,79,"LM, LB"
K. Lala,France,79,RWB
S. Arias,Colombia,79,RB
D. Baselli,Italy,79,CM
T. Savanier,France,79,"CM, CDM"
Leo Baptistao,Brazil,79,"ST, RW, RM"
J. Veltman,Netherlands,79,"CB, RB"
D. Zappacosta,Italy,79,"RB, RWB"
Wu Lei,China PR,79,"ST, LM, LW"
David Villa,Spain,79,"ST, LW"
B. Yılmaz,Turkey,79,ST
A. Mirante,Italy,79,GK
S. Kalou,Ivory Coast,79,"LM, ST, RM"
Dante,Brazil,79,CB
M. Debuchy,France,79,RB
E. Lavezzi,Argentina,79,"ST, CAM"
Borja Valero,Spain,79,"CAM, CDM"
M. Škrtel,Slovakia,79,CB
J. Evans,Northern Ireland,79,CB
D. Valeri,Argentina,79,"CAM, ST"
N. Moisander,Finland,79,CB
D. Criscito,Italy,79,"LB, CB"
A. Candreva,Italy,79,RM
Marcano,Spain,79,CB
K. Boateng,Ghana,79,"CF, CM"
A. Fernández,Argentina,79,"CM, CDM"
N. Guzmán,Argentina,79,GK
Nacho Monreal,Spain,79,"LB, CB"
Ángel,Spain,79,ST
Granero,Spain,79,"CM, LM, RM"
Éder,Italy,79,ST
R. Vormer,Netherlands,79,CM
S. Coleman,Republic of Ireland,79,RB
A. Lallana,England,79,CM
A. Modeste,France,79,ST
M. Gradel,Ivory Coast,79,"LW, LM"
Yuri Berchiche,Spain,79,LB
Mariano,Brazil,79,RB
O. Toprak,Turkey,79,CB
N. Kalinić,Croatia,79,ST
C. Stuani,Uruguay,79,ST
S. Ulreich,Germany,79,GK
K. Asamoah,Ghana,79,LB
Alex Teixeira,Brazil,79,"ST, CAM"
