short_name,nationality,overall,player_positions
J. Cuadrado,Colombia,83,"RM, LM"
D. Sturridge,England,83,"ST, RW"
M. Pjanić,Bosnia Herzegovina,83,CM
A. Ramsey,Wales,83,"CM, CDM"
Pedro,Spain,83,"LW, RW"
E. Garay,Argentina,83,CB
B. Matuidi,France,83,"CDM, CM"
S. Ruffier,France,83,GK
I. Rakitić,Croatia,83,"CAM, CM"
A. Candreva,Italy,83,RW
R. Weidenfeller,Germany,83,GK
J. Terry,England,83,CB
P. Mertesacker,Germany,83,CB
J. Toulalan,France,83,"CDM, CM"
Pepe,Portugal,83,"CB, CDM"
A. Barzagli,Italy,83,CB
N. Vidić,Serbia,83,CB
J. Mascherano,Argentina,83,CB
Negredo,Spain,83,ST
Dani Alves,Brazil,83,RB
Jesús Navas,Spain,83,RM
Diego López,Spain,83,GK
I. Akinfeev,Russia,83,GK
J. Farfán,Peru,83,RM
João Moutinho,Portugal,83,"CM, CAM"
S. Handanovič,Slovenia,83,GK
Miranda,Brazil,83,CB
C. Marchisio,Italy,83,"CM, CDM, CAM"
C. Bravo,Chile,83,GK
E. Džeko,Bosnia Herzegovina,83,ST
M. Mandžukić,Croatia,83,ST
S. Kagawa,Japan,83,"CAM, LM, CM"
Hulk,Brazil,83,"RW, ST, RM"
C. Eriksen,Denmark,82,"CAM, LM"
M. ter Stegen,Germany,82,GK
A. Griezmann,France,82,"LW, LM"
C. Vela,Mexico,82,"RW, CAM, ST"
D. Alaba,Austria,82,"LB, CM, CDM, LM"
Lucas,Brazil,82,"RW, RM"
M. Hamšik,Slovakia,82,CAM
M. Balotelli,Italy,82,ST
D. Mertens,Belgium,82,CAM
Marcelo,Brazil,82,LB
N. Matić,Serbia,82,"CDM, CM"
B. Leno,Germany,82,GK
Koke,Spain,82,"LM, RM, CM"
J. Martínez,Colombia,82,ST
G. Rossi,Italy,82,ST
A. Begović,Bosnia Herzegovina,82,GK
J. Vertonghen,Belgium,82,"CB, LB"
Sokratis,Greece,82,"CB, RB"
B. Höwedes,Germany,82,"CB, RB, LB"
Willian,Brazil,82,"RM, CAM"
N. Subotić,Serbia,82,CB
N. Gaitán,Argentina,82,LM
S. Doumbia,Ivory Coast,82,ST
J. Hart,England,82,GK
S. Mignolet,Belgium,82,GK
David Luiz,Brazil,82,CB
Luiz Gustavo,Brazil,82,CDM
G. Buffon,Italy,82,GK
S. Gerrard,England,82,"CDM, CM"
T. Howard,United States,82,GK
Danny,Portugal,82,"LW, CAM"
Júlio César,Brazil,82,GK
T. Motta,Italy,82,"CDM, CM"
R. Adler,Germany,82,GK
Alex,Brazil,82,CB
Diego,Brazil,82,"CAM, LM, RM"
P. Zabaleta,Argentina,82,RB
Gabi,Spain,82,"CM, CDM"
M. Gomez,Germany,82,ST
R. Palacio,Argentina,82,ST
Dante,Brazil,82,CB
E. Lavezzi,Argentina,82,"LW, ST"
Borja Valero,Spain,82,CM
L. Baines,England,82,LB
S. Mandanda,France,82,GK
Filipe Luís,Brazil,82,LB
J. Błaszczykowski,Poland,82,RM
L. Piszczek,Poland,82,RB
Hernanes,Brazil,82,"CM, CAM"
F. Muslera,Uruguay,82,GK
F. Amorebielsa,Venezuela,82,"CB, LB"
S. Feghouli,Algeria,81,"RM, RW"
R. Varane,France,81,CB
A. Laporte,France,81,"CB, LB"
Coutinho,Brazil,81,"CAM, LW, CM"
Thiago,Spain,81,"CM, CAM, CDM"
K. De Bruyne,Belgium,81,"CAM, LM, RM"
T. Walcott,England,81,RM
Jordi Alba,Spain,81,LB
J. Wilshere,England,81,"CM, CDM, LM"
K. Strootman,Netherlands,81,CM
H. Mkhitaryan,Armenia,81,"CAM, LM, RM"
Roberto Firmino,Brazil,81,"CAM, CF"
G. dos Santos,Mexico,81,"ST, CF, LW, RW"
N. Şahin,Turkey,81,"CM, CDM"
Leandro Castán,Brazil,81,CB
L. Bender,Germany,81,"CM, CDM"
S. Jovetić,Montenegro,81,"ST, CF"
Iturraspe,Spain,81,"CDM, CM"
W. Bony,Ivory Coast,81,ST
A. Schürrle,Germany,81,"LM, RM"
Gervinho,Ivory Coast,81,"LW, RW"
S. Bender,Germany,81,CDM
J. Hernández,Mexico,81,ST
M. Sakho,France,81,CB
Nani,Portugal,81,"RM, LM"
Ramires,Brazil,81,"CDM, CM"
S. Eto'o,Cameroon,81,ST
M. Klose,Germany,81,ST
José Reina,Spain,81,GK
D. Berbatov,Bulgaria,81,"ST, CAM"
D. Drogba,Ivory Coast,81,ST
A. Cole,England,81,LB
R. van der Vaart,Netherlands,81,"CAM, CF, CM"
Fernando Torres,Spain,81,ST
N. de Jong,Netherlands,81,"CDM, CM"
C. Carrasso,France,81,GK
Felipe Melo,Brazil,81,"CDM, CM"
Fernandinho,Brazil,81,"CM, CDM"
S. Kießling,Germany,81,ST
T. Zengin,Turkey,81,GK
Soldado,Spain,81,ST
Luisão,Brazil,81,CB
D. Agger,Denmark,81,CB
C. Dempsey,United States,81,"CF, CAM, ST"
R. Montolivo,Italy,81,"CM, CDM"
Llorente,Spain,81,ST
M. Boussoufa,Morocco,81,CAM
G. Cahill,England,81,CB
L. Koscielny,France,81,CB
Diego Alves,Brazil,81,GK
M. Škrtel,Slovakia,81,CB
Y. Cabaye,France,81,"CM, CAM, CDM"
M. Valbuena,France,81,"CAM, RW"
B. Ivanović,Serbia,81,"RB, CB"
Beto,Portugal,81,GK
C. Bacca,Colombia,81,ST
S. El Shaarawy,Italy,80,LW
Parejo,Spain,80,"CM, CAM"
E. Mangala,France,80,CB
R. Lukaku,Belgium,80,ST
Rodrigo,Spain,80,"ST, CF, RW, LW"
M. Verratti,Italy,80,"CM, CDM"
R. Sterling,England,80,"RW, LW, CAM"
Iñigo Martínez,Spain,80,CB
Bernard,Brazil,80,CAM
A. Witsel,Belgium,80,"CM, CDM"
E. Banega,Argentina,80,"CM, CDM"
C. Benteke,Belgium,80,ST
Paulinho,Brazil,80,"CM, CDM"
Susaeta,Spain,80,"RW, RM"
Muniaín,Spain,80,"LW, CAM"
C. Immobile,Italy,80,ST
X. Shaqiri,Switzerland,80,"RM, LM, CAM"
J. Draxler,Germany,80,"LM, CAM, RM"
M. Schneiderlin,France,80,"CDM, CM"
Rui Patrício,Portugal,80,GK
K. Trapp,Germany,80,GK
Douglas Costa,Brazil,80,"CAM, RW"
N. Otamendi,Argentina,80,CB
H. Badstuber,Germany,80,"CB, LB"
M. Gonalons,France,80,"CDM, CB"
R. Rodriguez,Switzerland,80,LB
C. Emenike,Nigeria,80,"ST, RW"
Kiko Casilla,Spain,80,GK
S. Sam,Germany,80,"RW, CF, RM"
José Callejón,Spain,80,"CAM, RM"
W. Szczęsny,Poland,80,GK
A. Dzyuba,Russia,80,ST
S. Rondón,Venezuela,80,ST
M. Dembélé,Belgium,80,"CM, CDM, CAM"
G. Castro,Germany,80,"CM, RM, RB, CF"
K. Boateng,Ghana,80,"CM, CAM, CDM, ST"
Beñat,Spain,80,"CM, CDM"
A. Cerci,Italy,80,"CF, RW"
L. Rémy,France,80,"ST, LW"
D. Lovren,Croatia,80,CB
D. Tadić,Serbia,80,"CAM, LW, LM"
K. Mirallas,Belgium,80,RM
S. Kjær,Denmark,80,CB
O. Kivrak,Turkey,80,GK
F. Totti,Italy,80,"CF, ST"
Tiago,Portugal,80,"CM, CDM"
G. Barry,England,80,CDM
A. Cassano,Italy,80,CF
T. Rosický,Czech Republic,80,"CAM, RM"
Quaresma,Portugal,80,"RW, LW"
Ronaldinho,Brazil,80,CAM
Mikel Arteta,Spain,80,CDM
J. Defoe,England,80,ST
P. Evra,France,80,"LB, LM"
E. Adebayor,Togo,80,ST
Iraola,Spain,80,RB
Aduriz,Spain,80,ST
J. Mathieu,France,80,"CB, LB, LM"
David Villa,Spain,80,"ST, LW, LM"
D. Benaglio,Switzerland,80,GK
Bruno Alves,Portugal,80,CB
V. Enyeama,Nigeria,80,GK
G. Ochoa,Mexico,80,GK
Raffael,Brazil,80,"CF, ST, CAM"
I. Denisov,Russia,80,CDM
R. Mavuba,France,80,CDM
G. Clichy,France,80,LB
Raúl Albiol,Spain,80,CB
A. Song,Cameroon,80,"CDM, CM"
M. Debuchy,France,80,RB
L. Perrin,France,80,CB
B. Sagna,France,80,RB
A. Valencia,Ecuador,80,"RM, RWB"
Naldo,Brazil,80,CB
D. Ba,Senegal,80,ST
Miguel Veloso,Portugal,80,"CDM, CM"
F. Fazio,Argentina,80,CB
A. Chedjou,Cameroon,80,CB
A. Costa,Argentina,80,CM
M. Baša,Montenegro,80,CB
E. Pérez,Argentina,80,"CM, RM"
O. Cardosa,Paraguay,80,ST
M. Musacchio,Argentina,79,"CB, CDM"
N. Nkoulou,Cameroon,79,CB
J. Pastore,Argentina,79,"CM, LM"
R. Cabella,France,79,CAM
L. Insigne,Italy,79,"CAM, CF, LW"
Paco Alcácer,Spain,79,"ST, CF"
S. Kaya,Turkey,79,CB
T. Krul,Netherlands,79,GK
Y. Sommer,Switzerland,79,GK
R. Zieler,Germany,79,GK
A. Dzagoev,Russia,79,"CAM, CDM, LM"
G. Bonaventura,Italy,79,LM
Guaita,Spain,79,GK
Illarramendi,Spain,79,"CM, CDM"
E. Salvio,Argentina,79,RM
Alex Sandro,Brazil,79,LB
Ander Herrera,Spain,79,"CM, CAM"
A. Lacazette,France,79,"ST, RW, CF"
P. Jones,England,79,"CB, RB, CM"
K. Volland,Germany,79,"RM, CF, ST"
Mario Suárez,Spain,79,"CM, CDM"
K. Gameiro,France,79,ST
A. Taarabt,Morocco,79,"CAM, LM"
S. Coleman,Republic of Ireland,79,RB
A. Lallana,England,79,"CAM, RM, LM"
V. Stocker,Switzerland,79,"LM, CF"
Fernando,Brazil,79,"CDM, CM"
J. Biabiany,France,79,"RW, LW"
L. Bonucci,Italy,79,CB
K. Asamoah,Ghana,79,"LM, CM"
J. McCarthy,Republic of Ireland,79,"CDM, CM"
D. Blind,Netherlands,79,"CDM, LB, CM"
Víctor Ruíz,Spain,79,"CB, CDM, CM"
G. Krychowiak,Poland,79,CDM
A. Abdennour,Tunisia,79,CB
Ibai Gómez,Spain,79,"LW, CAM, RB"
Deulofeu,Spain,79,"RW, RM"
Carvajal,Spain,79,RB
R. Elm,Sweden,79,CDM
J. Evans,Northern Ireland,79,CB
Fábio Coentrão,Portugal,79,LB
Sergio Asenjo,Spain,79,GK
Azpilicueta,Spain,79,"LB, RB"
O. Toprak,Turkey,79,CB
S. Ulreich,Germany,79,GK
Alex Teixeira,Brazil,79,"CAM, CDM"
P. Aubameyang,Gabon,79,"RM, ST, RW"
K. Navas,Costa Rica,79,GK
J. Cillessen,Netherlands,79,GK
M. Rojo,Argentina,79,"CB, LB"
R. Eremenko,Finland,79,"CAM, LM"
R. Nainggolan,Belgium,79,CM
B. Dzsudzsák,Hungary,79,"LM, RM"
K. Glik,Poland,79,CB
Sandro,Brazil,79,"CDM, CM"
Javi García,Spain,79,"CDM, CM, CB"
M. Fellaini,Belgium,79,"CDM, CM"
M. Cáceres,Uruguay,79,"CB, RB"
Iborra,Spain,79,"CDM, CM"
R. Keane,Republic of Ireland,79,"ST, CF"
M. De Sanctis,Italy,79,GK
F. Lampard,England,79,"CM, CDM"
R. Ferdinand,England,79,CB
L. Donovan,United States,79,"LM, ST"
M. Carrick,England,79,"CM, CDM"
C. Pizarro,Peru,79,"ST, CAM"
F. Coloccini,Argentina,79,CB
S. Pienaar,South Africa,79,LM
P. Jagielka,England,79,CB
A. Aquilani,Italy,79,"CM, CDM"
M. Dawson,England,79,CB
M. Demichelis,Argentina,79,CB
Maicon,Brazil,79,RB
M. Vorm,Netherlands,79,GK
J. Lescott,England,79,CB
W. Caballero,Argentina,79,GK
Helton,Brazil,79,GK
F. Marchetti,Italy,79,GK
D. Srna,Croatia,79,RB
G. Rodríguez,Argentina,79,CB
V. Demirel,Turkey,79,GK
Xabi Prieto,Spain,79,"CAM, RW"
Arbeloa,Spain,79,"RB, LB"
Juanfran,Spain,79,"RB, RM, LB"
I. Olić,Croatia,79,ST
Raúl Meireles,Portugal,79,"CM, CDM"
A. Lennon,England,79,"RM, LM"
T. Vermaelen,Belgium,79,"CB, LB"
Manuel Fernandes,Portugal,79,"CM, CDM, CAM"
G. Inler,Switzerland,79,"CDM, CM"
V. Behrami,Switzerland,79,"CDM, CM"
V. Ibišević,Bosnia Herzegovina,79,ST
Y. Kaboul,France,79,CB
L. Diarra,France,79,"CDM, CM"
A. Williams,Wales,79,CB
R. Shirokov,Russia,79,"CM, CAM"
R. Vlaar,Netherlands,79,CB
F. Guarín,Colombia,79,"CM, CAM"
C. Rodríguez,Uruguay,79,LM
Raúl García,Spain,79,"RM, CAM, ST"
Mikel Gonzalez,Spain,79,CB
Lucas Leiva,Brazil,79,"CDM, CM"
A. Ramos,Colombia,79,ST
Jonas,Brazil,79,"ST, CAM"
O. Giroud,France,79,ST
O. Cardozo,Paraguay,79,ST
D. N'Doye,Senegal,79,ST
V. Ćorluka,Croatia,79,CB
Bruno,Spain,79,"CM, CDM"
K. Honda,Japan,79,"CAM, RM"
João Pereira,Portugal,79,RB
M. Depay,Netherlands,78,LW
L. Marković,Serbia,78,"RM, LM"
A. Oxlade-Chamberlain,England,78,"RM, CM, RW"
R. Barkley,England,78,CAM
Marquinhos,Brazil,78,CB
J. Quintero,Colombia,78,"CAM, LW"
William Carvalho,Portugal,78,CDM
E. Lamela,Argentina,78,"RM, CAM"
K. Papadopoulos,Greece,78,"CB, CDM"
L. Traoré,Ivory Coast,78,ST
Juan Jesus,Brazil,78,CB
Alberto Moreno,Spain,78,LB
H. Moreno,Mexico,78,CB
E. Capoue,France,78,"CDM, CB"
G. Wijnaldum,Netherlands,78,"CAM, RW, CM"
J. Henderson,England,78,CM
P. Piatti,Argentina,78,"LW, LM, CF, RW"
Adrien Silva,Portugal,78,CM
Mikel San José,Spain,78,"CB, CDM"
A. Poli,Italy,78,"CM, CAM"
D. Welbeck,England,78,"ST, CF, LM"
G. Töre,Turkey,78,"RM, LM"
Cristian Tello,Spain,78,"RW, LW"
M. Etxeberría,Paraguay,78,"LM, LB"
Y. Lodygin,Russia,78,GK
M. Bradley,United States,78,"CM, CDM"
J. Ménez,France,78,"RW, LW, CF"
A. Consigli,Italy,78,GK
Y. Movsisyan,Armenia,78,ST
A. Ayew,Ghana,78,"LM, CAM"
P. Ebert,Germany,78,RM
I. Perišić,Croatia,78,"LM, RM"
T. Alderweireld,Belgium,78,CB
K. Gibbs,England,78,LB
Taison,Brazil,78,"CAM, LW"
De Marcos,Spain,78,"RB, RW, CAM, CM"
A. Kokorin,Russia,78,"ST, CAM"
S. de Vrij,Netherlands,78,CB
P. Lasogga,Germany,78,ST
Rafinha,Brazil,78,"CAM, CM, RM, RW"
S. Savić,Montenegro,78,CB
P. Franco,Colombia,78,"CB, CDM"
D. Astori,Italy,78,CB
D. Criscito,Italy,78,LB
Adrián,Spain,78,"ST, RW"
D. Payet,France,78,"LM, RM"
K. Mitroglou,Greece,78,"ST, CF"
M. Kruse,Germany,78,"CF, ST"
Y. M'Vila,France,78,"CDM, CM"
Camacho,Spain,78,"CDM, CB"
R. Hamouma,France,78,"RW, RM, CAM"
O. Baumann,Germany,78,GK
Joãozinho,Brazil,78,"LM, LW"
J. Mikel,Nigeria,78,"CDM, CM"
Coke,Spain,78,RB
J. Lens,Netherlands,78,"RW, ST"
L. Stindl,Germany,78,"RM, CDM, CAM, CM"
M. Diouf,Senegal,78,ST
M. Schmelzer,Germany,78,LB
S. Reinartz,Germany,78,"CDM, CM, CB"
Y. Rakitskyi,Ukraine,78,"CB, LB"
Arribas,Spain,78,CB
Z. Tošić,Serbia,78,RM
B. Costil,France,78,GK
R. Shawcross,England,78,CB
M. Stranzl,Austria,78,CB
T. Henry,France,78,"CF, ST, LM"
S. Kehl,Germany,78,CDM
B. Friedel,United States,78,GK
Ricardo Costa,Portugal,78,"CB, RB"
K. Källström,Sweden,78,"CM, CDM"
Joaquín,Spain,78,"RW, LW"
D. Forlán,Uruguay,78,ST
Moyá,Spain,78,GK
Iraizoz,Spain,78,GK
Rubén Castro,Spain,78,"ST, LM"
K. Touré,Ivory Coast,78,CB
A. Di Natale,Italy,78,ST
S. Rolfes,Germany,78,"CDM, CM"
B. Yılmaz,Turkey,78,"ST, CF, RW, LW"
M. Topal,Turkey,78,"CDM, CB"
A. Hutchinson,Canada,78,"CDM, RB, CM"
Lee Dong Gook,Korea Republic,78,ST
G. Pandev,FYR Macedonia,78,"CF, CAM"
E. Cambiasso,Argentina,78,"CDM, CM"
J. Milner,England,78,"RM, CM"
A. Mirante,Italy,78,GK
E. Spahić,Bosnia Herzegovina,78,CB
D. Milito,Argentina,78,ST
O. Adın,Turkey,78,"RM, LM, LB"
E. Korkmaz,Turkey,78,CB
I. Uche,Nigeria,78,"ST, CF, RW"
Mikel Rico,Spain,78,CM
Javi Fuego,Spain,78,"CDM, CM"
A. Samedov,Russia,78,"RM, CAM, RW"
V. Berezutskiy,Russia,78,CB
A. Young,England,78,"LM, LWB"
A. Gignac,France,78,ST
Y. Zhirkov,Russia,78,"LM, LB, LW"
A. McGeady,Republic of Ireland,78,"RM, RW"
A. Hunt,Germany,78,"CAM, CM, LM"
S. Kalou,Ivory Coast,78,"ST, RW"
C. Gentner,Germany,78,"CM, CDM"
B. Gomis,France,78,ST
Jesús Gámez,Spain,78,RB
H. Ben Arfa,France,78,"RM, RW, CAM"
Rolando,Portugal,78,CB
B. Foster,England,78,GK
B. Guzan,United States,78,GK
Michu,Spain,78,"ST, CAM"
N. Pareja,Argentina,78,CB
G. Paletta,Italy,78,CB
C. Tioté,Ivory Coast,78,"CDM, CM"
M. Sow,Senegal,78,"LW, ST"
Varela,Portugal,78,"LW, RW"
G. Castro,Uruguay,78,"LW, RW"
M. Fernández,Chile,78,"CAM, CM, CF"
O. Toivonen,Sweden,78,"ST, CAM"
M. Iturra,Chile,78,"CDM, CM"
B. Ruíz,Costa Rica,78,"RW, CAM"
Vieirinha,Portugal,78,"RM, LM"
Lima,Brazil,78,ST
A. Rami,France,78,CB
Roberto,Spain,78,GK
Thiago Neves,Brazil,78,"CAM, LM, RM"
A. Kolarov,Serbia,78,LB
S. Lulić,Bosnia Herzegovina,78,"LM, CM, LB"
J. Iturbe,Argentina,77,RW
C. Grenier,France,77,"CAM, CM"
S. Mustafi,Germany,77,CB
Morata,Spain,77,ST
M. Ginter,Germany,77,"CB, CDM, CM"
Sergio Canales,Spain,77,"CAM, LM, RM"
S. Aurier,Ivory Coast,77,"RB, RM"
Danilo,Brazil,77,RB
F. Thauvin,France,77,"RM, CAM, RW, ST"
H. Çalhanoğlu,Turkey,77,"CAM, LM, CF, CM"
Rafa,Portugal,77,"LW, CAM, RW"
J. Zoet,Netherlands,77,GK
R. Pereyra,Argentina,77,"CM, CAM, CF"
M. Destro,Italy,77,ST
Montoya,Spain,77,"RB, LB"
A. Carrillo,Peru,77,"RW, LW"
C. Kramer,Germany,77,"CDM, CM"
D. Ospina,Colombia,77,GK
M. Marin,Germany,77,"CAM, LM"
E. Insua,Argentina,77,LB
J. Allen,Wales,77,"CM, CDM"
Rafael,Brazil,77,RB
G. Sertic,Croatia,77,"CDM, CM"
K. Kampl,Slovenia,77,"RM, RW, CAM"
P. Djilobodji,Senegal,77,CB
J. Drmić,Switzerland,77,"ST, LM, RM"
Nolito,Spain,77,"LM, LW"
A. Özbiliz,Armenia,77,"RW, RM"
S. Rode,Germany,77,"CDM, CM"
J. Oblak,Slovenia,77,GK
M. Nastasić,Serbia,77,CB
E. Vargas,Chile,77,"ST, CAM"
A. Maxim,Romania,77,"CAM, CF"
Bojan,Spain,77,"RW, LW, CF"
Granero,Spain,77,"CM, CAM, RM"
R. Fährmann,Germany,77,GK
A. Ranocchia,Italy,77,CB
A. Ogbonna,Italy,77,CB
Y. Brahimi,Algeria,77,"LW, RW"
L. Holtby,Germany,77,"CAM, CM, CDM"
K. Walker,England,77,RB
S. Jung,Germany,77,RB
O. Özyakup,Turkey,77,"CAM, CM"
J. Matip,Cameroon,77,"CB, CDM"
W. Ben Yedder,France,77,"ST, CF"
V. Darida,Czech Republic,77,"CM, CDM"
G. Ramirez,Uruguay,77,"CAM, RM"
S. Romerón,Venezuela,77,"ST, CF"
P. Schwegler,Switzerland,77,"CDM, CM"
Agirretxe,Spain,77,ST
S. Radu,Romania,77,LB
I. Khune,South Africa,77,GK
C. Ansaldi,Argentina,77,LB
S. Tasci,Germany,77,CB
A. Carroll,England,77,ST
N. Müller,Germany,77,"RM, ST, LM"
G. van der Wiel,Netherlands,77,RB
G. Sigurðsson,Iceland,77,"CAM, LM"
I. Popov,Bulgaria,77,CAM
C. Zambrano,Peru,77,CB
Balenziaga,Spain,77,"LB, RB"
Maicon,Brazil,77,CB
Vitolo,Spain,77,"LM, RM"
N. Chadli,Belgium,77,"LM, CAM, RM"
L. Bangoura,Guinea,77,"RM, CAM, LM"
M. Richards,England,77,RB
A. Modeste,France,77,ST
N. Amrabat,Morocco,77,LM
M. Arnautović,Austria,77,"LM, RM"
S. de Jong,Netherlands,77,"CAM, ST"
K. Großkreutz,Germany,77,"RB, LM, LB"
J. Ruddy,England,77,GK
C. Zapata,Colombia,77,CB
L. Pratto,Argentina,77,ST
O. Şahan,Turkey,77,"LM, RM"
José Cañas,Spain,77,"CDM, CM"
M. Stekelenburg,Netherlands,77,GK
Ricardo Carvalho,Portugal,77,CB
S. Keita,Mali,77,"CDM, CM"
S. Distin,France,77,CB
P. Mexès,France,77,CB
F. Malouda,France,77,"LM, CAM"
C. Samba,Congo,77,CB
S. Mauri,Italy,77,"CAM, LM, RM, CM"
Maxwell,Brazil,77,LB
S. Downing,England,77,"RM, LM"
Gurpegi,Spain,77,"CB, CDM"
S. Lichtsteiner,Switzerland,77,"RM, RB"
M. Rodríguez,Argentina,77,LW
Óscar,Spain,77,"CAM, LM"
David Navarro,Spain,77,CB
Reyes,Spain,77,"RM, LM"
S. Ignashevich,Russia,77,CB
J. Jones,United States,77,"CDM, CM"
H. Campagnaro,Argentina,77,CB
S. İnan,Turkey,77,CM
L. Cana,Albania,77,CB
A. Lindegaard,Denmark,77,GK
D. Baier,Germany,77,CDM
O. Martins,Nigeria,77,ST
K. Agassa,Togo,77,GK
Ruben Amorim,Portugal,77,CM
G. Denis,Argentina,77,ST
J. Sosa,Argentina,77,"RM, CAM, CF"
Diego Castro,Spain,77,"LM, RM, CAM"
L. Podolski,Germany,77,"LM, LW, ST"
Hilton,Brazil,77,CB
Y. Gourcuff,France,77,"CAM, LM"
Piti,Spain,77,"RM, CAM, LM"
Markel Bergara,Spain,77,"CDM, CM"
A. Granqvist,Sweden,77,CB
M. Flamini,France,77,"CDM, CM"
S. Salihović,Bosnia Herzegovina,77,"CM, CDM, LM, LB"
L. Biglia,Argentina,77,CM
Trashorras,Spain,77,"CM, CAM, CDM"
F. Quagliarella,Italy,77,ST
N. Lombaerts,Belgium,77,CB
J. Clément,France,77,CDM
S. Sessègnon,Benin,77,"CAM, CF, RM"
G. Pellè,Italy,77,ST
M. Jansen,Germany,77,"LB, LM"
A. Johnson,England,77,"RM, LM"
Jonathan,Brazil,77,RM
P. Helmes,Germany,77,ST
E. Viviano,Italy,77,GK
Rafinha,Brazil,77,RB
K. Vermeer,Netherlands,77,GK
José Enrique,Spain,77,LB
D. Valeri,Argentina,77,"CAM, RW"
L. Cigarini,Italy,77,CM
Siqueira,Brazil,77,LB
M. Erdinç,Turkey,77,ST
P. Wernbloom,Sweden,77,CDM
M. Berg,Sweden,77,"ST, CF"
A. Fernández,Argentina,77,CM
Manuel da Costa,Morocco,77,"CB, CDM"
B. Trémoulinas,France,77,LB
Rafinha,Brazil,77,"LM, CAM, RM"
M. Biševac,Serbia,77,CB
P. Osvaldo,Italy,77,ST
D. Ya Konan,Ivory Coast,77,"ST, RM"
Guilherme,Brazil,77,GK
Luiz Adriano,Brazil,77,ST
M. Pereira,Uruguay,77,RB
M. Parolo,Italy,77,"CM, CDM"
C. Yacob,Argentina,77,"CDM, CM"
E. Giaccherini,Italy,77,"LM, CM"
S. Okazaki,Japan,77,"ST, RM"
S. La Cruz,Paraguay,77,"ST, CF"
J. Aranguren,Venezuela,77,"LM, CAM"
D. Berardi,Italy,76,"RW, ST"
M. Icardi,Argentina,76,ST
Lucas Piazon,Brazil,76,"LW, LM"
M. De Sciglio,Italy,76,"RB, LB"
M. Perin,Italy,76,GK
L. Kurzawa,France,76,LB
Jorginho,Italy,76,"CDM, CM"
B. Keita,Spain,76,"LW, RW"
M. van Ginkel,Netherlands,76,CM
Fernando,Brazil,76,"CDM, CM"
T. Hazard,Belgium,76,"CAM, LM"
Dória,Brazil,76,CB
M. Salah,Egypt,76,RM
I. Gueye,Senegal,76,"CDM, CM"
Mário Fernandes,Brazil,76,RB
G. Xhaka,Switzerland,76,"CM, CAM"
L. Digne,France,76,LB
Jesé Rodríguez,Spain,76,"LM, RM, ST"
